Record,Date,UTC Time,LIEB_Tc,LIEB_Tf,LIEB_Q,LIEB_P,JEN1_Tc,JEN1_Tf,JEN1_Q,JEN1_P,JEN2_Tc,JEN2_Tf,JEN2_Q,JEN2_P,HX1_P,HX2_P,Sech_P,Dig_P
      3501,08/14/2025,07:15:00,         66,         67,         25,         49,         74,         68,         52,        392,         77,         63,         59,        936,         54,         48,       1161,          0
      3502,08/14/2025,07:30:00,         66,         68,         25,         48,         74,         68,         52,        363,         77,         63,         60,        885,         44,         38,       1098,          0
      3503,08/14/2025,07:45:00,         66,         68,         26,         49,         74,         68,         52,        367,         77,         64,         59,        875,         49,         44,       1075,          0
      3504,08/14/2025,08:00:00,         66,         68,         26,         47,         75,         68,         52,        375,         77,         64,         59,        871,         50,         46,       1049,          0
      3505,08/14/2025,08:15:00,         66,         68,         25,         45,         75,         68,         53,        393,         77,         64,         61,        934,         60,         56,       1084,          0
      3506,08/14/2025,08:30:00,         66,         68,         26,         47,         75,         68,         52,        406,         78,         64,         58,        929,         69,         63,       1145,          0
      3507,08/14/2025,08:45:00,         66,         68,         26,         44,         75,         68,         53,        416,         78,         64,         58,        895,         68,         68,       1122,          0
      3508,08/14/2025,09:00:00,         66,         68,         26,         44,         75,         68,         53,        397,         78,         64,         59,        902,         75,         71,       1071,          0
      3509,08/14/2025,09:15:00,         66,         67,         25,         41,         74,         68,         54,        401,         78,         64,         60,        900,         84,         82,       1090,          0
      3510,08/14/2025,09:30:00,         66,         68,         26,         43,         75,         68,         53,        409,         78,         64,         60,        933,         79,         72,       1112,          0
      3511,08/14/2025,09:45:00,         66,         68,         26,         44,         75,         68,         53,        402,         78,         64,         59,        926,         75,         71,       1134,          0
      3512,08/14/2025,10:00:00,         66,         68,         26,         43,         75,         68,         52,        395,         77,         64,         60,        880,         74,         68,       1081,          0
      3513,08/14/2025,10:15:00,         66,         68,         25,         42,         76,         68,         53,        499,         80,         64,         60,       1099,         88,         86,       1344,          0
      3514,08/14/2025,10:30:00,         67,         68,         26,         42,         76,         68,         53,        477,         79,         64,         60,       1060,         85,         81,       1335,          0
      3515,08/14/2025,10:45:00,         66,         68,         25,         39,         75,         68,         52,        424,         78,         64,         60,        915,         78,         76,       1107,          0
      3516,08/14/2025,11:00:00,         66,         68,         26,         42,         75,         68,         53,        412,         77,         64,         59,        882,         72,         65,       1098,          0
      3517,08/14/2025,11:15:00,         67,         68,         25,         40,         77,         69,         53,        503,         80,         64,         59,       1023,         88,         85,       1313,          0
      3518,08/14/2025,11:30:00,         67,         68,         26,         41,         77,         69,         53,        471,         79,         65,         59,        979,         88,         85,       1218,          0
      3519,08/14/2025,11:45:00,         67,         68,         26,         40,         76,         69,         53,        426,         66,         65,         59,        102,         75,         73,        467,          0
      3520,08/14/2025,12:00:00,         82,         72,         25,        284,         80,         72,         52,        473,         76,         66,         57,        681,        199,        195,       1187,          0
      3521,08/14/2025,12:15:00,         79,         69,         25,        289,         77,         70,         53,        465,         77,         65,         59,        765,        171,        167,       1162,          0
      3522,08/14/2025,12:30:00,         82,         70,         25,        370,         78,         70,         51,        464,         65,         66,         58,         -2,        162,        161,        455,          0
      3523,08/14/2025,12:45:00,         82,         70,         25,        349,         78,         70,         52,        466,         66,         66,         58,          9,        174,        171,        466,          0
      3524,08/14/2025,13:00:00,         68,         69,         25,         27,         77,         70,         52,        460,         66,         66,         57,          6,         99,         99,        271,          0
      3525,08/14/2025,13:15:00,         68,         69,         25,         35,         77,         69,         52,        427,         66,         66,         59,          6,         86,         80,        250,          0
      3526,08/14/2025,13:30:00,         68,         69,         25,         35,         77,         69,         53,        435,         66,         66,         58,          6,         84,         80,        254,          0
      3527,08/14/2025,13:45:00,         68,         69,         26,         35,         77,         69,         52,        444,         66,         66,         59,          5,         86,         78,        256,          0
      3528,08/14/2025,14:00:00,         68,         69,         25,         35,         77,         70,         52,        428,         66,         66,         59,          5,         76,         72,        249,          0
      3529,08/14/2025,14:15:00,         82,         70,         24,        337,         78,         71,         52,        424,         78,         66,         58,        781,        140,        139,       1256,          0
      3530,08/14/2025,14:30:00,         82,         70,         25,        322,         78,         71,         52,        429,         78,         66,         56,        753,        141,        135,       1222,          0
      3531,08/14/2025,14:45:00,         81,         70,         25,        297,         78,         71,         51,        412,         77,         65,         58,        780,        127,        125,       1232,          0
      3532,08/14/2025,15:00:00,         82,         70,         25,        348,         78,         71,         51,        418,         77,         65,         57,        780,        126,        125,       1230,          0
      3533,08/14/2025,15:15:00,         83,         70,         25,        341,         78,         71,         52,        416,         78,         65,         58,        857,        127,        122,       1327,          0
      3534,08/14/2025,15:30:00,         82,         71,         24,        311,         78,         71,         52,        410,         77,         65,         59,        810,        114,        112,       1278,          0
      3535,08/14/2025,15:45:00,         81,         70,         25,        296,         78,         71,         51,        405,         77,         65,         56,        757,        107,        100,       1198,          0
      3536,08/14/2025,16:00:00,         68,         69,         24,         34,         77,         70,         52,        454,         77,         65,         58,        810,         54,         46,       1113,          0
      3537,08/14/2025,16:15:00,         82,         71,         25,        324,         79,         71,         52,        440,         77,         65,         58,        799,        106,        101,       1226,          0
      3538,08/14/2025,16:30:00,         81,         71,         25,        284,         78,         72,         51,        389,         77,         65,         56,        749,        102,         96,       1253,          0
      3539,08/14/2025,16:45:00,         68,         70,         24,         34,         78,         70,         51,        463,         77,         65,         59,        813,         57,         54,       1067,          0
      3540,08/14/2025,17:00:00,         82,         71,         25,        298,         79,         72,         52,        460,         77,         65,         58,        797,        125,        120,       1271,          0
      3541,08/14/2025,17:15:00,         82,         71,         24,        313,         79,         71,         51,        468,         78,         66,         59,        856,        139,        128,       1335,          0
      3542,08/14/2025,17:30:00,         81,         71,         24,        289,         79,         71,         51,        468,         77,         65,         56,        754,        129,        119,       1266,          0
      3543,08/14/2025,17:45:00,         81,         71,         25,        288,         79,         71,         52,        447,         77,         65,         58,        780,        115,        113,       1284,          0
      3544,08/14/2025,18:00:00,         81,         71,         24,        282,         80,         71,         51,        482,         77,         65,         58,        779,        122,        122,       1232,          0
      3545,08/14/2025,18:15:00,         82,         71,         25,        289,         81,         72,         52,        521,         76,         64,         58,        786,        118,        112,       1327,          0
      3546,08/14/2025,18:30:00,         81,         71,         24,        279,         78,         71,         52,        411,         76,         64,         56,        754,         96,         89,       1268,          0
      3547,08/14/2025,18:45:00,         79,         71,         25,        239,         78,         71,         52,        365,         76,         64,         59,        783,         72,         71,       1228,          0
      3548,08/14/2025,19:00:00,         68,         70,         24,         42,         79,         70,         51,        530,         77,         64,         56,        787,         37,         33,       1174,          0
      3549,08/14/2025,19:15:00,         68,         70,         24,         43,         79,         70,         51,        509,         76,         64,         57,        768,         45,         41,       1139,          0
      3550,08/14/2025,19:30:00,         68,         70,         24,         46,         80,         70,         51,        597,         77,         64,         58,        860,        140,         54,       1237,          0
      3551,08/14/2025,19:45:00,         68,         70,         24,         45,         80,         70,         52,        589,         77,         64,         57,        847,         55,         51,       1241,          0
      3552,08/14/2025,20:00:00,         67,         69,         25,         45,         79,         70,         52,        549,         76,         64,         58,        812,         53,         48,       1179,          0
