Record,Date,UTC Time,LIEB_Tc,LIEB_Tf,LIEB_Q,LIEB_P,JEN1_Tc,JEN1_Tf,JEN1_Q,JEN1_P,JEN2_Tc,JEN2_Tf,JEN2_Q,JEN2_P,HX1_P,HX2_P,Sech_P,Dig_P
      4001,08/19/2025,12:15:00,         66,         67,         26,         42,         79,         67,         54,        707,         81,         64,         60,       1203,        191,        188,       1487,          0
      4002,08/19/2025,12:30:00,         69,         70,         25,         51,         82,         71,         53,        646,         72,         72,         58,         -2,        209,        199,        101,          0
      4003,08/19/2025,12:45:00,         67,         68,         25,         43,         80,         69,         53,        692,         65,         65,         58,          4,        170,        163,        324,          0
      4004,08/19/2025,13:00:00,         68,         69,         25,         42,         79,         69,         53,        570,         77,         65,         60,        833,        133,        112,       1116,          0
      4005,08/19/2025,13:15:00,         83,         71,         24,        321,         82,         72,         52,        592,         76,         64,         57,        752,        127,        119,       1338,          0
      4006,08/19/2025,13:30:00,         82,         72,         25,        290,         82,         72,         52,        571,         76,         64,         56,        738,        113,        108,       1382,          0
      4007,08/19/2025,13:45:00,         82,         72,         25,        297,         82,         72,         52,        565,         76,         64,         58,        763,        112,        108,       1339,          0
      4008,08/19/2025,14:00:00,         82,         73,         24,        265,         83,         73,         52,        552,         81,         66,         57,       1002,        114,        108,       1577,          0
      4009,08/19/2025,14:15:00,         82,         73,         25,        237,         84,         74,         52,        560,         83,         67,         59,       1052,        124,        120,       1581,          0
      4010,08/19/2025,14:30:00,         82,         73,         24,        247,         83,         74,         52,        566,         83,         68,         58,       1031,        139,        134,       1536,          0
      4011,08/19/2025,14:45:00,         82,         73,         25,        261,         83,         74,         52,        567,         83,         67,         58,       1025,        144,        137,       1572,          0
      4012,08/19/2025,15:00:00,         82,         74,         25,        238,         84,         74,         52,        552,         83,         68,         59,       1037,        127,        120,       1540,          0
      4013,08/19/2025,15:15:00,         83,         75,         25,        221,         84,         75,         51,        547,         85,         69,         58,       1022,        126,        123,       1477,          0
      4014,08/19/2025,15:30:00,         83,         74,         25,        232,         84,         75,         51,        554,         84,         68,         59,       1057,        150,        125,       1578,          0
      4015,08/19/2025,15:45:00,         83,         75,         25,        223,         84,         75,         52,        542,         85,         69,         59,       1041,        124,        120,       1526,          0
      4016,08/19/2025,16:00:00,         83,         74,         25,        236,         84,         75,         52,        554,         83,         67,         58,       1040,        116,        114,       1550,          0
