Record;Date;UTC Time;LIEB_Tc;LIEB_Tf;LIEB_Q;LIEB_P;JEN1_Tc;JEN1_Tf;JEN1_Q;JEN1_P;JEN2_Tc;JEN2_Tf;JEN2_Q;JEN2_P;HX1_P;HX2_P;Sech_P;Dig_P
1001;03/14/2025;20:45:00;76;66;27;322;78;66;54;715;79;62;55;1058;290;280;1489;0
1002;03/14/2025;21:00:00;75;66;28;302;76;66;55;572;78;63;57;1009;274;282;1366;0
1003;03/14/2025;21:15:00;76;66;26;313;77;67;54;637;79;62;58;1114;287;299;1457;0
1004;03/14/2025;21:30:00;76;66;27;303;76;66;56;601;79;62;58;1062;298;286;1404;0
1005;03/14/2025;21:45:00;76;66;27;298;76;67;55;625;79;63;57;1037;280;284;1394;0
1006;03/14/2025;22:00:00;75;66;27;290;77;66;55;636;78;63;57;1010;268;266;1321;0
1007;03/14/2025;22:15:00;76;66;27;327;78;67;54;625;79;62;56;1100;290;284;1513;0
1008;03/14/2025;22:30:00;76;66;27;331;78;67;54;688;79;62;56;1085;290;279;1532;0
1009;03/14/2025;22:45:00;76;66;28;313;77;66;55;645;78;62;58;1066;299;293;1406;0
1010;03/14/2025;23:00:00;76;66;28;328;76;66;55;618;79;62;57;1113;277;287;1480;0
1011;03/14/2025;23:15:00;76;66;27;327;77;66;55;661;79;62;57;1128;297;288;1551;0
1012;03/14/2025;23:30:00;76;66;27;337;78;66;55;706;79;62;56;1097;300;294;1519;0
1013;03/14/2025;23:45:00;76;66;27;320;76;66;55;637;78;62;57;1076;320;315;1442;0
1014;03/15/2025;00:00:00;76;66;27;319;77;67;55;637;78;62;57;1082;312;300;1518;0
1015;03/15/2025;00:15:00;75;66;27;301;77;66;55;688;78;62;58;1041;424;261;1355;0
1016;03/15/2025;00:30:00;74;65;27;281;77;66;55;683;77;62;58;1015;277;259;1391;0
1017;03/15/2025;00:45:00;75;66;27;283;76;66;55;593;77;62;57;982;287;262;1386;0
1018;03/15/2025;01:00:00;76;66;27;335;77;66;55;653;79;61;58;1128;299;290;1585;0
1019;03/15/2025;01:15:00;74;65;27;289;77;66;56;709;77;61;57;984;281;280;1315;0
1020;03/15/2025;01:30:00;74;65;27;266;76;66;56;628;76;62;58;954;268;262;1272;0
1021;03/15/2025;01:45:00;73;65;27;254;76;66;56;637;76;61;56;882;265;252;1260;0
1022;03/15/2025;02:00:00;76;66;26;316;77;66;55;652;78;61;57;1117;292;286;1510;0
1023;03/15/2025;02:15:00;75;66;27;303;76;66;55;635;78;61;57;1070;291;307;1437;0
1024;03/15/2025;02:30:00;73;65;28;262;75;66;56;584;76;61;57;928;279;254;1244;0
1025;03/15/2025;02:45:00;73;65;28;241;75;66;56;571;75;62;58;890;268;244;1174;0
1026;03/15/2025;03:00:00;73;65;28;253;75;66;55;550;75;62;58;913;270;259;1173;0
1027;03/15/2025;03:15:00;73;65;28;242;76;66;56;510;75;62;57;854;271;345;1112;0
1028;03/15/2025;03:30:00;73;65;28;247;75;66;55;562;74;62;58;782;251;252;1034;0
1029;03/15/2025;03:45:00;74;65;27;292;76;66;56;724;77;61;58;1039;270;270;1332;0
1030;03/15/2025;04:00:00;73;65;28;258;76;65;56;662;76;62;57;918;278;284;1229;0
1031;03/15/2025;04:15:00;74;65;27;285;77;66;56;693;77;61;57;1002;296;288;1334;0
1032;03/15/2025;04:30:00;73;65;28;245;75;65;56;604;75;62;58;887;263;280;1152;0
1033;03/15/2025;04:45:00;72;65;28;254;74;65;57;568;74;62;59;820;285;253;1047;0
1034;03/15/2025;05:00:00;72;65;28;248;73;65;56;472;73;62;59;755;290;279;975;0
1035;03/15/2025;05:15:00;73;65;28;257;74;65;56;555;75;62;58;913;299;280;1149;0
1036;03/15/2025;05:30:00;72;65;28;240;74;65;56;557;74;62;57;784;296;284;1055;0
1037;03/15/2025;05:45:00;71;64;28;233;73;65;56;519;73;62;59;736;270;260;921;0
1038;03/15/2025;06:00:00;71;64;28;235;72;64;56;503;73;62;60;727;283;274;886;0
1039;03/15/2025;06:15:00;72;64;28;231;75;65;56;619;74;62;59;839;301;288;1008;0
1040;03/15/2025;06:30:00;72;64;28;236;74;65;56;555;73;62;59;746;291;281;986;0
1041;03/15/2025;06:45:00;71;64;28;239;74;64;56;589;75;62;59;889;295;288;1065;0
1042;03/15/2025;07:00:00;74;65;27;279;76;65;56;678;76;61;58;999;353;340;1298;0
1043;03/15/2025;07:15:00;74;64;28;301;77;65;57;740;77;61;60;1052;364;358;1369;0
1044;03/15/2025;07:30:00;72;64;28;255;75;65;56;671;75;61;59;938;329;320;1176;0
1045;03/15/2025;07:45:00;73;64;28;269;75;65;57;657;76;61;58;937;322;303;1161;0
1046;03/15/2025;08:00:00;72;64;28;249;75;65;56;674;75;62;58;903;314;322;1121;0
1047;03/15/2025;08:15:00;72;64;29;254;75;64;57;657;75;61;58;894;322;310;1107;0
1048;03/15/2025;08:30:00;74;64;28;308;76;65;56;690;77;61;58;1066;355;339;1375;0
1049;03/15/2025;08:45:00;73;64;28;286;76;65;57;739;76;61;58;1011;339;331;1304;0
1050;03/15/2025;09:00:00;73;64;28;271;76;65;56;673;75;61;59;941;303;289;1226;0
1051;03/15/2025;09:15:00;73;64;28;271;76;65;56;668;76;61;58;977;339;334;1263;0
1052;03/15/2025;09:30:00;75;65;28;338;77;65;56;742;78;61;57;1113;344;337;1503;0
1053;03/15/2025;09:45:00;74;65;28;297;76;65;56;656;77;61;59;1044;332;321;1341;0
1054;03/15/2025;10:00:00;73;64;28;279;76;65;56;651;77;61;59;1027;347;316;1304;0
1055;03/15/2025;10:15:00;74;65;28;291;75;65;57;661;77;61;58;1022;336;321;1327;0
1056;03/15/2025;10:30:00;74;65;27;297;76;66;56;648;77;61;58;1050;352;348;1331;0
1057;03/15/2025;10:45:00;74;63;28;336;65;64;56;69;78;62;60;1130;175;166;1173;0
1058;03/15/2025;11:00:00;73;63;28;343;63;63;56;1;79;61;58;1123;136;133;1215;0
1059;03/15/2025;11:15:00;73;63;29;359;63;63;56;3;79;62;58;1130;134;126;1205;0
1060;03/15/2025;11:30:00;73;62;29;354;58;63;57;314;79;62;59;1140;134;130;1133;0
1061;03/15/2025;11:45:00;76;65;27;336;77;66;55;679;80;62;58;1123;328;317;1451;0
1062;03/15/2025;12:00:00;77;66;27;348;77;66;55;675;80;62;56;1113;317;312;1557;0
1063;03/15/2025;12:15:00;76;65;28;344;77;66;55;678;79;62;58;1133;333;326;1460;0
1064;03/15/2025;12:30:00;77;66;27;332;77;66;55;672;80;62;58;1137;324;321;1489;0
1065;03/15/2025;12:45:00;76;65;27;342;77;66;56;708;80;62;57;1114;359;342;1422;0
1066;03/15/2025;13:00:00;77;66;27;334;78;66;55;747;80;62;56;1101;332;317;1511;0
1067;03/15/2025;13:15:00;76;65;28;338;77;66;56;699;80;62;58;1130;373;360;1427;0
1068;03/15/2025;13:30:00;76;65;28;350;77;66;56;702;80;63;58;1122;368;349;1430;0
1069;03/15/2025;13:45:00;77;66;28;344;77;66;55;710;80;63;58;1131;370;364;1452;0
1070;03/15/2025;14:00:00;77;66;27;333;77;66;55;665;80;63;57;1119;338;317;1474;0
1071;03/15/2025;14:15:00;77;66;28;346;77;67;55;657;80;63;56;1106;315;299;1487;0
1072;03/15/2025;14:30:00;78;66;27;346;77;67;55;660;81;63;57;1138;304;302;1595;0
1073;03/15/2025;14:45:00;77;66;26;331;78;67;54;671;81;63;56;1103;291;283;1530;0
1074;03/15/2025;15:00:00;78;67;27;338;78;67;55;645;81;63;58;1134;274;265;1557;0
1075;03/15/2025;15:15:00;78;67;27;338;78;67;55;698;80;63;57;1135;283;276;1581;0
1076;03/15/2025;15:30:00;78;67;27;349;79;67;54;707;81;63;59;1178;276;269;1624;0
1077;03/15/2025;15:45:00;78;67;27;348;78;67;55;673;81;63;56;1137;288;280;1566;0
1078;03/15/2025;16:00:00;78;66;27;346;78;67;55;666;80;62;56;1130;298;285;1618;0
1079;03/15/2025;16:15:00;78;66;27;359;78;67;54;657;80;62;57;1143;285;285;1590;0
1080;03/15/2025;16:30:00;78;67;27;349;78;67;55;664;80;62;58;1164;284;285;1569;0
1081;03/15/2025;16:45:00;78;66;26;339;78;67;55;661;80;62;57;1148;278;274;1592;0
1082;03/15/2025;17:00:00;78;66;27;343;78;67;55;665;80;62;57;1146;289;284;1566;0
1083;03/15/2025;17:15:00;78;66;26;342;78;67;54;659;80;62;56;1128;282;276;1572;0
1084;03/15/2025;17:30:00;77;66;27;341;79;67;55;742;80;62;57;1126;288;271;1510;0
1085;03/15/2025;17:45:00;77;66;28;351;77;67;55;643;80;62;56;1125;275;268;1613;0
1086;03/15/2025;18:00:00;77;66;27;333;78;67;55;665;79;62;57;1092;284;290;1561;0
1087;03/15/2025;18:15:00;77;66;27;337;77;67;55;651;80;62;56;1117;287;272;1579;0
1088;03/15/2025;18:30:00;77;66;27;335;77;67;55;657;80;62;58;1141;284;280;1546;0
1089;03/15/2025;18:45:00;77;66;27;340;78;67;55;686;80;62;57;1134;310;300;1535;0
1090;03/15/2025;19:00:00;77;66;27;341;78;67;55;685;79;62;57;1119;286;280;1588;0
1091;03/15/2025;19:15:00;77;66;27;333;77;67;54;691;80;62;57;1118;314;302;1522;0
1092;03/15/2025;19:30:00;77;66;26;331;77;67;55;649;79;62;57;1101;290;276;1543;0
1093;03/15/2025;19:45:00;77;66;27;338;79;67;54;752;80;62;57;1136;291;283;1528;0
1094;03/15/2025;20:00:00;77;66;27;331;78;67;55;702;80;62;57;1127;290;274;1568;0
1095;03/15/2025;20:15:00;77;66;27;327;79;67;55;655;80;62;56;1108;305;298;1473;0
1096;03/15/2025;20:30:00;77;66;27;335;77;67;55;641;79;62;57;1124;282;274;1505;0
1097;03/15/2025;20:45:00;77;66;27;333;79;67;54;744;80;62;57;1114;289;283;1527;0
1098;03/15/2025;21:00:00;77;66;27;324;77;67;55;635;80;62;57;1125;291;287;1572;0
1099;03/15/2025;21:15:00;77;66;27;333;77;67;55;655;80;62;58;1144;305;295;1546;0
1100;03/15/2025;21:30:00;77;66;27;323;77;67;55;651;80;62;58;1126;303;306;1489;0
1101;03/15/2025;21:45:00;77;66;28;338;77;67;55;646;80;62;57;1127;277;275;1525;0
1102;03/15/2025;22:00:00;77;66;26;320;77;67;55;642;79;62;57;1115;276;284;1552;0
1103;03/15/2025;22:15:00;77;66;28;333;78;67;55;686;79;62;57;1111;282;279;1507;0
1104;03/15/2025;22:30:00;77;66;27;333;78;67;55;694;79;62;57;1116;291;270;1587;0
1105;03/15/2025;22:45:00;77;66;27;326;78;67;54;692;79;62;57;1143;300;296;1592;0
1106;03/15/2025;23:00:00;77;66;27;337;77;67;55;689;79;62;58;1144;305;295;1596;0
1107;03/15/2025;23:15:00;76;66;27;331;77;66;55;650;79;61;59;1161;287;296;1545;0
1108;03/15/2025;23:30:00;76;66;27;322;77;66;55;646;79;62;58;1114;282;291;1537;0
1109;03/15/2025;23:45:00;76;66;27;310;78;66;54;725;78;61;58;1094;275;286;1447;0
1110;03/16/2025;00:00:00;76;66;27;319;76;66;55;635;79;61;56;1099;289;273;1531;0
1111;03/16/2025;00:15:00;76;66;27;320;77;66;55;650;78;61;57;1100;282;289;1556;0
1112;03/16/2025;00:30:00;75;65;27;297;77;66;55;690;77;61;57;1044;295;271;1414;0
1113;03/16/2025;00:45:00;75;65;27;289;77;66;55;680;77;61;56;1007;284;262;1406;0
1114;03/16/2025;01:00:00;76;65;28;329;78;66;55;737;78;61;58;1116;309;282;1508;0
1115;03/16/2025;01:15:00;76;66;27;319;78;66;55;740;78;61;57;1102;283;266;1528;0
1116;03/16/2025;01:30:00;75;65;27;279;76;66;56;644;77;61;57;996;279;274;1334;0
1117;03/16/2025;01:45:00;74;65;27;276;77;66;55;654;76;61;57;965;271;270;1298;0
1118;03/16/2025;02:00:00;76;66;27;312;76;66;55;642;78;62;58;1098;291;283;1530;0
1119;03/16/2025;02:15:00;75;65;27;304;76;66;55;620;77;61;58;1063;294;272;1388;0
1120;03/16/2025;02:30:00;74;65;28;258;75;66;56;595;76;62;56;906;272;246;1232;0
1121;03/16/2025;02:45:00;76;65;27;322;78;66;55;759;78;61;57;1103;303;291;1474;0
1122;03/16/2025;03:00:00;76;65;27;306;77;66;55;670;78;61;57;1062;278;276;1462;0
1123;03/16/2025;03:15:00;75;66;27;298;76;66;56;622;78;61;58;1078;315;303;1462;0
1124;03/16/2025;03:30:00;74;65;27;258;75;66;55;558;76;62;57;935;293;287;1232;0
1125;03/16/2025;03:45:00;73;65;28;235;75;66;56;607;75;62;58;849;271;263;1139;0
1126;03/16/2025;04:00:00;73;65;28;248;75;66;56;554;75;62;58;850;247;244;1086;0
1127;03/16/2025;04:15:00;74;65;27;290;77;66;55;701;77;61;58;1051;293;304;1396;0
1128;03/16/2025;04:30:00;73;65;28;246;75;66;56;616;75;62;58;896;293;282;1174;0
1129;03/16/2025;04:45:00;72;65;28;242;75;65;56;598;74;62;58;802;277;270;1025;0
1130;03/16/2025;05:00:00;72;64;28;248;73;65;56;495;74;62;58;753;250;243;922;0
1131;03/16/2025;05:15:00;74;65;27;276;75;66;56;607;77;62;57;985;317;306;1256;0
1132;03/16/2025;05:30:00;72;65;28;237;75;65;57;586;74;62;58;807;272;264;1087;0
1133;03/16/2025;05:45:00;72;65;28;246;74;65;57;555;74;62;58;773;269;255;1017;0
1134;03/16/2025;06:00:00;72;64;28;234;73;65;56;527;74;62;58;747;273;272;935;0
1135;03/16/2025;06:15:00;72;65;28;233;75;65;56;630;75;62;58;851;298;292;1069;0
1136;03/16/2025;06:30:00;72;65;28;235;73;65;56;481;74;62;58;775;280;255;976;0
1137;03/16/2025;06:45:00;72;65;29;252;74;65;56;582;74;62;58;795;292;283;1028;0
1138;03/16/2025;07:00:00;72;64;28;257;75;65;57;668;76;62;59;961;304;299;1197;0
1139;03/16/2025;07:15:00;73;64;29;285;76;65;57;702;76;62;58;964;327;313;1218;0
1140;03/16/2025;07:30:00;71;64;28;249;75;65;57;645;75;62;58;845;315;307;1068;0
1141;03/16/2025;07:45:00;72;64;28;247;74;65;56;545;75;62;57;842;304;303;1103;0
1142;03/16/2025;08:00:00;72;64;28;256;76;65;57;695;76;62;58;931;308;318;1160;0
1143;03/16/2025;08:15:00;73;64;29;282;76;65;57;686;76;61;59;989;320;328;1251;0
1144;03/16/2025;08:30:00;74;64;28;312;77;65;57;736;77;61;57;1063;365;344;1434;0
1145;03/16/2025;08:45:00;73;64;28;270;76;65;57;707;76;62;58;954;326;321;1277;0
1146;03/16/2025;09:00:00;74;65;28;306;76;65;56;655;78;61;59;1079;344;339;1323;0
1147;03/16/2025;09:15:00;74;65;27;292;76;66;57;745;77;62;59;1009;329;328;1331;0
1148;03/16/2025;09:30:00;73;65;27;256;76;65;56;663;76;62;57;927;313;298;1184;0
1149;03/16/2025;09:45:00;74;65;27;278;75;65;57;614;77;62;59;973;326;296;1222;0
1150;03/16/2025;10:00:00;75;65;28;302;76;66;56;661;77;62;59;1038;342;339;1385;0
1151;03/16/2025;10:15:00;74;65;27;278;75;66;56;601;77;62;58;986;292;312;1350;0
1152;03/16/2025;10:30:00;74;66;27;271;75;66;56;568;77;62;58;979;283;272;1279;0
1153;03/16/2025;10:45:00;74;66;27;278;76;66;55;653;77;63;57;938;290;270;1303;0
1154;03/16/2025;11:00:00;75;66;28;287;76;66;56;577;78;63;57;979;269;266;1225;0
1155;03/16/2025;11:15:00;77;66;27;335;77;67;55;655;80;63;57;1112;301;290;1480;0
1156;03/16/2025;11:30:00;76;66;27;302;78;67;55;689;79;63;57;993;288;275;1374;0
1157;03/16/2025;11:45:00;76;66;27;292;77;67;55;656;79;63;57;1007;278;273;1363;0
1158;03/16/2025;12:00:00;76;66;27;294;76;67;54;602;79;63;57;1015;290;289;1307;0
1159;03/16/2025;12:15:00;78;67;27;342;78;67;55;667;81;64;59;1161;302;301;1534;0
1160;03/16/2025;12:30:00;78;67;27;339;77;67;55;645;81;64;56;1079;295;277;1432;0
1161;03/16/2025;12:45:00;76;66;27;303;77;67;55;640;80;64;58;1030;308;300;1374;0
1162;03/16/2025;13:00:00;77;67;27;303;77;67;55;605;80;64;57;1023;289;284;1396;0
1163;03/16/2025;13:15:00;78;67;27;349;78;68;54;664;81;64;57;1125;309;290;1561;0
1164;03/16/2025;13:30:00;78;67;27;332;78;68;54;654;81;64;59;1138;282;271;1531;0
1165;03/16/2025;13:45:00;77;67;27;329;77;67;55;609;80;63;55;1036;268;256;1445;0
1166;03/16/2025;14:00:00;79;67;26;345;79;68;54;675;82;64;58;1147;275;271;1539;0
1167;03/16/2025;14:15:00;79;67;26;350;79;68;54;676;81;63;58;1185;292;294;1654;0
1168;03/16/2025;14:30:00;78;67;26;330;78;68;54;632;81;63;56;1081;266;264;1555;0
1169;03/16/2025;14:45:00;79;67;26;340;79;68;54;673;81;64;59;1159;279;273;1559;0
1170;03/16/2025;15:00:00;79;67;27;348;78;68;54;648;81;63;57;1144;266;267;1602;0
1171;03/16/2025;15:15:00;79;67;26;353;79;68;54;687;81;63;59;1189;274;275;1615;0
1172;03/16/2025;15:30:00;79;67;26;354;79;68;54;682;81;63;58;1181;272;273;1604;0
1173;03/16/2025;15:45:00;79;67;26;358;79;68;54;679;81;63;57;1168;269;264;1647;0
1174;03/16/2025;16:00:00;79;67;27;359;79;68;54;684;81;63;58;1175;263;258;1584;0
1175;03/16/2025;16:15:00;79;67;26;353;79;68;55;667;81;63;56;1142;247;250;1682;0
1176;03/16/2025;16:30:00;79;67;27;355;79;68;54;690;81;63;58;1178;273;270;1645;0
1177;03/16/2025;16:45:00;79;67;26;343;79;68;54;683;81;63;57;1155;268;263;1634;0
1178;03/16/2025;17:00:00;79;67;26;341;78;68;54;653;81;63;57;1153;252;237;1565;0
1179;03/16/2025;17:15:00;79;67;26;343;79;68;54;670;81;63;56;1149;245;244;1661;0
1180;03/16/2025;17:30:00;79;67;26;342;79;68;53;653;81;63;55;1115;257;254;1707;0
1181;03/16/2025;17:45:00;79;67;27;355;79;68;53;651;81;63;56;1141;251;240;1635;0
1182;03/16/2025;18:00:00;79;67;26;343;79;68;54;657;81;63;57;1154;251;253;1614;0
1183;03/16/2025;18:15:00;78;66;27;349;78;67;55;676;80;63;57;1150;296;294;1557;0
1184;03/16/2025;18:30:00;78;66;26;336;78;67;55;662;80;63;57;1125;286;278;1577;0
1185;03/16/2025;18:45:00;78;67;27;348;78;67;55;656;80;63;56;1116;268;264;1560;0
1186;03/16/2025;19:00:00;78;67;26;336;78;67;54;638;80;63;56;1114;268;267;1521;0
1187;03/16/2025;19:15:00;78;67;26;333;78;67;55;639;80;63;56;1120;266;255;1581;0
1188;03/16/2025;19:30:00;78;67;26;328;77;67;55;636;80;63;57;1128;262;262;1587;0
1189;03/16/2025;19:45:00;78;66;27;339;77;67;55;639;80;63;57;1110;276;269;1623;0
1190;03/16/2025;20:00:00;78;67;27;333;77;67;55;621;80;63;57;1111;274;260;1544;0
1191;03/16/2025;20:15:00;77;66;27;328;77;67;54;600;80;62;57;1104;263;249;1521;0
1192;03/16/2025;20:30:00;77;66;27;335;77;67;55;608;80;62;55;1090;265;250;1576;0
1193;03/16/2025;20:45:00;77;66;26;327;77;67;54;647;80;62;57;1112;278;285;1542;0
1194;03/16/2025;21:00:00;77;66;26;326;77;67;55;643;79;62;57;1114;270;140;1602;0
1195;03/16/2025;21:15:00;77;66;26;333;77;67;55;651;79;62;55;1089;283;263;1530;0
1196;03/16/2025;21:30:00;77;66;26;328;79;67;55;755;79;62;56;1113;266;256;1548;0
1197;03/16/2025;21:45:00;77;66;26;332;78;67;55;685;79;62;58;1140;263;274;1586;0
1198;03/16/2025;22:00:00;77;66;26;327;78;67;56;651;79;62;57;1123;280;269;1536;0
1199;03/16/2025;22:15:00;77;66;26;317;77;67;55;650;79;62;57;1111;271;268;1590;0
1200;03/16/2025;22:30:00;77;66;27;327;77;67;55;633;79;62;57;1117;271;262;1516;0
1201;03/16/2025;22:45:00;77;66;26;324;77;67;55;651;79;62;56;1106;273;261;1490;0
1202;03/16/2025;23:00:00;77;66;27;328;77;67;55;644;79;62;56;1112;272;265;1578;0
1203;03/16/2025;23:15:00;77;66;26;320;78;67;54;732;78;61;57;1093;263;250;1484;0
1204;03/16/2025;23:30:00;76;66;27;315;76;66;55;610;78;62;56;1033;274;273;1426;0
1205;03/16/2025;23:45:00;76;66;27;305;77;67;55;629;78;62;57;1057;265;251;1423;0
1206;03/17/2025;00:00:00;77;66;26;327;77;67;54;661;79;61;56;1111;288;274;1558;0
1207;03/17/2025;00:15:00;76;66;26;308;78;66;55;732;78;61;57;1070;272;282;1527;0
1208;03/17/2025;00:30:00;75;66;27;301;77;66;55;672;77;61;57;1026;291;254;1498;0
1209;03/17/2025;00:45:00;75;66;27;294;77;66;55;656;77;62;56;1003;252;258;1406;0
1210;03/17/2025;01:00:00;77;66;27;329;77;66;55;657;79;61;58;1145;275;268;1524;0
1211;03/17/2025;01:15:00;76;66;27;318;77;67;54;665;79;62;57;1091;291;287;1548;0
1212;03/17/2025;01:30:00;75;66;27;280;76;66;55;630;76;62;57;956;250;239;1304;0
1213;03/17/2025;01:45:00;74;65;27;265;77;66;55;654;77;62;56;955;256;259;1316;0
1214;03/17/2025;02:00:00;74;66;28;265;77;66;55;656;76;62;57;952;250;240;1332;0
1215;03/17/2025;02:15:00;74;66;27;254;77;67;55;629;76;62;57;921;203;233;1264;0
1216;03/17/2025;02:30:00;77;66;27;326;78;67;54;720;79;62;56;1117;294;272;1489;0
1217;03/17/2025;02:45:00;76;66;27;297;77;67;55;629;78;62;57;1017;262;265;1476;0
1218;03/17/2025;03:00:00;75;66;27;271;77;66;55;631;77;62;57;968;246;241;1331;0
1219;03/17/2025;03:15:00;74;66;27;260;75;66;55;536;76;62;57;908;226;221;1234;0
1220;03/17/2025;03:30:00;73;66;27;237;76;66;55;624;75;62;57;872;224;216;1199;0
1221;03/17/2025;03:45:00;76;66;26;309;77;67;55;663;78;62;56;1053;264;265;1477;0
1222;03/17/2025;04:00:00;74;65;27;260;76;66;55;609;76;62;56;913;247;263;1337;0
1223;03/17/2025;04:15:00;73;65;27;245;74;66;55;491;75;62;58;847;237;250;1165;0
1224;03/17/2025;04:30:00;73;65;28;237;75;66;55;577;74;61;57;813;259;252;1131;0
1225;03/17/2025;04:45:00;74;65;27;261;75;66;56;575;76;62;57;954;258;245;1212;0
1226;03/17/2025;05:00:00;74;65;27;257;76;66;56;646;75;62;57;902;257;249;1215;0
1227;03/17/2025;05:15:00;73;65;29;257;75;66;55;575;74;62;58;805;254;246;1083;0
1228;03/17/2025;05:30:00;72;65;28;248;73;65;56;490;73;62;58;729;249;242;937;0
1229;03/17/2025;05:45:00;72;64;28;235;74;65;55;539;74;62;59;773;274;263;1000;0
