Record,Date,UTC Time,LIEB_Tc,LIEB_Tf,LIEB_Q,LIEB_P,JEN1_Tc,JEN1_Tf,JEN1_Q,JEN1_P,JEN2_Tc,JEN2_Tf,JEN2_Q,JEN2_P,HX1_P,HX2_P,Sech_P,Dig_P
      2501,08/03/2025,21:15:00,         80,         69,         25,        308,         77,         69,         52,        443,         78,         62,         58,       1005,        100,         94,       1504,          0
      2502,08/03/2025,21:30:00,         79,         69,         24,        294,         77,         70,         51,        404,         77,         62,         57,        953,         92,         88,       1460,          0
      2503,08/03/2025,21:45:00,         80,         69,         25,        317,         77,         70,         52,        416,         78,         62,         58,       1024,         80,         80,       1513,          0
      2504,08/03/2025,22:00:00,         82,         69,         24,        348,         79,         70,         52,        509,         79,         62,         59,       1167,        106,        104,       1775,          0
      2505,08/03/2025,22:15:00,         81,         69,         25,        335,         79,         70,         52,        505,         78,         61,         59,       1094,        108,        106,       1692,          0
      2506,08/03/2025,22:30:00,         79,         69,         25,        297,         76,         69,         52,        402,         76,         62,         59,        965,         79,         78,       1451,          0
      2507,08/03/2025,22:45:00,         79,         69,         25,        299,         76,         69,         51,        364,         76,         62,         58,        912,         72,         69,       1401,          0
      2508,08/03/2025,23:00:00,         79,         69,         25,        292,         75,         69,         52,        336,         75,         62,         58,        861,         70,         66,       1335,          0
      2509,08/03/2025,23:15:00,         79,         68,         25,        292,         76,         69,         51,        397,         77,         62,         58,        987,         89,         81,       1430,          0
      2510,08/03/2025,23:30:00,         79,         69,         25,        291,         75,         69,         52,        330,         75,         62,         59,        836,         73,         73,       1276,          0
      2511,08/03/2025,23:45:00,         79,         69,         25,        297,         75,         69,         52,        322,         74,         62,         58,        756,         70,         65,       1190,          0
      2512,08/04/2025,00:00:00,         79,         69,         24,        285,         75,         69,         52,        325,         74,         63,         59,        789,         71,         68,       1193,          0
      2513,08/04/2025,00:15:00,         79,         69,         25,        292,         76,         69,         51,        360,         74,         62,         60,        816,         86,         81,       1300,          0
      2514,08/04/2025,00:30:00,         70,         69,         25,         27,         75,         69,         52,        328,         74,         63,         60,        767,         78,         77,       1083,          0
      2515,08/04/2025,00:45:00,         79,         69,         25,        279,         78,         69,         52,        487,         78,         62,         59,       1064,        100,         93,       1564,          0
      2516,08/04/2025,01:00:00,         79,         69,         24,        289,         77,         70,         51,        404,         77,         63,         60,        994,         89,         87,       1368,          0
      2517,08/04/2025,01:15:00,         79,         69,         24,        285,         76,         70,         52,        355,         75,         63,         58,        831,         84,         76,       1272,          0
      2518,08/04/2025,01:30:00,         77,         69,         25,        253,         75,         69,         52,        327,         75,         63,         57,        736,         81,         79,       1153,          0
      2519,08/04/2025,01:45:00,         66,         68,         25,         43,         74,         68,         52,        331,         75,         63,         60,        807,         19,         16,       1015,          0
      2520,08/04/2025,02:00:00,         66,         68,         25,         43,         67,         68,         53,         38,         77,         63,         59,        927,          5,          5,       1012,          0
      2521,08/04/2025,02:15:00,         66,         68,         25,         44,         74,         68,         52,        349,         76,         63,         58,        837,         28,         24,       1052,          0
      2522,08/04/2025,02:30:00,         66,         67,         25,         43,         67,         68,         53,         79,         78,         63,         59,        995,         14,         15,       1057,          0
      2523,08/04/2025,02:45:00,         65,         67,         26,         45,         67,         67,         54,          0,         79,         63,         61,       1108,         55,         57,       1051,          0
      2524,08/04/2025,03:00:00,         78,         67,         26,        322,         68,         68,         53,          3,         78,         62,         58,       1018,         25,         22,       1250,          0
      2525,08/04/2025,03:15:00,         77,         67,         26,        279,         68,         68,         53,         20,         75,         63,         60,        847,         18,         13,       1055,          0
      2526,08/04/2025,03:30:00,         70,         67,         25,         86,         68,         68,         53,         22,         74,         63,         61,        752,         24,          6,        891,          0
      2527,08/04/2025,03:45:00,         64,         66,         26,         45,         66,         66,         54,         18,         77,         63,         61,        970,         44,         48,        987,          0
      2528,08/04/2025,04:00:00,         64,         65,         26,         46,         66,         66,         55,         17,         77,         63,         62,        957,         34,         41,        943,          0
      2529,08/04/2025,04:15:00,         77,         66,         26,        303,         67,         67,         54,         22,         78,         62,         61,       1066,         34,         30,       1215,          0
      2530,08/04/2025,04:30:00,         76,         67,         26,        278,         67,         67,         54,         23,         74,         63,         60,        775,         40,         36,        953,          0
      2531,08/04/2025,04:45:00,         64,         65,         27,         42,         65,         66,         54,         17,         75,         63,         62,        832,         23,         30,        801,          0
      2532,08/04/2025,05:00:00,         63,         64,         28,         44,         64,         65,         55,         16,         75,         63,         62,        826,         15,         20,        809,          0
      2533,08/04/2025,05:15:00,         62,         64,         27,         44,         64,         64,         56,         35,         77,         62,         63,       1013,         23,         26,        959,          0
      2534,08/04/2025,05:30:00,         76,         65,         26,        323,         66,         66,         54,         11,         78,         62,         62,       1123,         75,         70,       1195,          0
      2535,08/04/2025,05:45:00,         77,         66,         27,        336,         66,         67,         55,         27,         79,         64,         60,       1057,         92,         90,       1121,          0
      2536,08/04/2025,06:00:00,         77,         66,         26,        308,         66,         67,         54,         22,         79,         64,         62,       1005,         87,         81,       1090,          0
      2537,08/04/2025,06:15:00,         76,         66,         27,        309,         66,         66,         55,         21,         78,         64,         63,       1004,        104,         97,       1027,          0
      2538,08/04/2025,06:30:00,         74,         65,         28,        291,         65,         66,         55,         19,         77,         64,         63,        880,        107,        100,        937,          0
      2539,08/04/2025,06:45:00,         75,         65,         28,        289,         66,         66,         55,         19,         76,         65,         63,        804,        105,         97,        847,          0
      2540,08/04/2025,07:00:00,         75,         66,         27,        296,         66,         66,         55,         21,         78,         64,         63,        950,         99,         97,        987,          0
      2541,08/04/2025,07:15:00,         75,         65,         28,        339,         65,         65,         56,         19,         79,         64,         62,       1065,        143,        137,       1134,          0
      2542,08/04/2025,07:30:00,         74,         65,         28,        289,         65,         65,         55,         19,         76,         65,         64,        833,        120,        113,        850,          0
      2543,08/04/2025,07:45:00,         63,         64,         29,         33,         64,         65,         56,         15,         76,         63,         64,        956,         57,         12,        863,          0
      2544,08/04/2025,08:00:00,         75,         66,         27,        274,         66,         66,         54,         23,         78,         64,         61,        951,         87,         82,       1048,          0
      2545,08/04/2025,08:15:00,         77,         66,         27,        317,         66,         67,         54,         22,         79,         64,         61,       1016,         96,         89,       1098,          0
      2546,08/04/2025,08:30:00,         75,         66,         27,        278,         66,         66,         54,         21,         76,         65,         61,        758,        104,         97,        792,          0
      2547,08/04/2025,08:45:00,         63,         64,         28,         43,         65,         65,         56,         15,         77,         65,         64,        880,         16,          6,        778,          0
      2548,08/04/2025,09:00:00,         62,         63,         28,         45,         64,         64,         56,         15,         75,         62,         63,        890,          0,          8,        878,          0
      2549,08/04/2025,09:15:00,         72,         64,         28,        227,         64,         64,         56,         17,         78,         63,         62,       1047,         18,         23,        959,          0
      2050,07/30/2025,04:30:00,         76,         66,         32,        367,         66,         66,         60,         24,         37,         23,          0,          0,         33,         44,        188,          0
      2051,07/30/2025,04:45:00,         79,         69,         32,        367,         69,         69,         59,         28,         37,         23,          0,          0,         82,         78,        194,          0
      2052,07/30/2025,05:00:00,         77,         69,         32,        303,         69,         70,         60,         30,         37,         23,          0,          0,        101,         97,        113,          0
      2053,07/30/2025,05:15:00,         79,         70,         31,        293,         70,         71,         60,         26,         37,         23,          0,          0,         95,         86,        788,          0
      2054,07/30/2025,05:30:00,         76,         68,         33,        306,         68,         69,         60,         26,         37,         23,          0,          0,         71,         66,        120,          0
      2055,07/30/2025,05:45:00,         78,         69,         32,        301,         69,         70,         60,         31,         37,         23,          0,          0,         98,         95,         88,          0
      2056,07/30/2025,06:00:00,         79,         70,         31,        316,         70,         71,         60,         28,         36,         23,          0,          0,        101,         91,        138,          0
      2057,07/30/2025,06:15:00,         79,         70,         32,        323,         70,         70,         60,         25,         36,         23,          0,          0,        101,         94,        138,          0
      2058,07/30/2025,06:30:00,         80,         70,         32,        364,         70,         70,         59,         26,         37,         22,          0,          0,        105,         92,        156,          0
      2059,07/30/2025,06:45:00,         77,         67,         32,        366,         67,         68,         60,         22,         36,         22,          0,          0,         68,         65,        172,          0
      2060,07/30/2025,07:00:00,         80,         70,         32,        357,         70,         70,         59,         29,         36,         22,          0,          0,         92,         82,        156,          0
      2061,07/30/2025,07:15:00,         76,         66,         31,        357,         66,         66,         60,         22,         36,         22,          0,          0,         50,         32,        182,          0
      2062,07/30/2025,07:30:00,         69,         67,         31,         52,         67,         68,         60,         34,         36,         22,          0,          0,         64,         57,        107,          0
      2063,07/30/2025,07:45:00,         63,         64,         33,         56,         66,         65,         61,         85,         36,         22,          0,          0,         48,         37,        116,          0
      2064,07/30/2025,08:00:00,         72,         61,         32,        377,         62,         62,         60,          1,         36,         22,          0,          0,         18,          4,        146,          0
      2065,07/30/2025,08:15:00,         79,         69,         32,        372,         70,         70,         60,         13,         36,         22,          0,          0,         95,         69,        149,          0
      2066,07/30/2025,08:30:00,         75,         65,         32,        368,         65,         66,         61,         30,         36,         22,          0,          0,         38,          2,        148,          0
      2067,07/30/2025,08:45:00,         79,         69,         32,        363,         69,         70,         60,         29,         36,         22,          0,          0,         91,         84,        153,          0
      2068,07/30/2025,09:00:00,         80,         70,         32,        359,         70,         71,         60,         25,         36,         22,          0,          0,        113,        108,        890,          0
      2069,07/30/2025,09:15:00,         78,         68,         32,        356,         68,         68,         60,         21,         36,         23,          0,          0,         73,         75,        151,          0
      2070,07/30/2025,09:30:00,         79,         69,         33,        368,         69,         69,         61,         21,         36,         23,          0,          0,        138,        129,        128,          0
      2071,07/30/2025,09:45:00,         78,         68,         33,        365,         68,         69,         61,         22,         36,         23,          0,          0,        129,        121,        148,          0
      2072,07/30/2025,10:00:00,         78,         68,         33,        356,         68,         69,         61,         25,         36,         23,          0,          0,        119,        111,        135,          0
      2073,07/30/2025,10:15:00,         76,         65,         33,        383,         66,         66,         62,         24,         36,         23,          0,          0,         64,         49,        140,          0
      2074,07/30/2025,10:30:00,         76,         65,         32,        405,         65,         65,         60,         13,         36,         23,          0,          0,         23,         23,        225,          0
      2075,07/30/2025,10:45:00,         76,         66,         33,        394,         66,         66,         61,         19,         36,         23,          0,          0,         39,         34,        235,          0
      2076,07/30/2025,11:00:00,         72,         64,         32,        293,         64,         64,         61,          9,         36,         23,          0,          0,         34,         12,        235,          0
      2077,07/30/2025,11:15:00,         63,         64,         32,         40,         65,         65,         60,         10,         36,         23,          0,          0,          2,          3,         69,          0
      2078,07/30/2025,11:30:00,         64,         65,         33,         39,         65,         65,         61,          9,         36,         23,          0,          0,         19,         19,         46,          0
      2079,07/30/2025,11:45:00,         64,         65,         31,         35,         65,         65,         60,          9,         36,         24,          0,          0,         18,         10,         70,          0
      2080,07/30/2025,12:00:00,         79,         69,         32,        365,         69,         70,         60,         28,         36,         24,          0,          0,         78,         40,        151,          0
      2081,07/30/2025,12:15:00,         76,         66,         32,        370,         66,         66,         61,         21,         36,         24,          0,          0,         44,          4,        164,          0
      2082,07/30/2025,12:30:00,         80,         70,         32,        367,         70,         70,         60,         24,         36,         24,          0,          0,        107,         97,        116,          0
      2083,07/30/2025,12:45:00,         77,         67,         32,        369,         67,         67,         60,         21,         37,         24,          0,          0,         63,         52,        127,          0
      2084,07/30/2025,13:00:00,         79,         69,         33,        373,         69,         69,         61,         19,         37,         24,          0,          0,        123,        112,        117,          0
      2085,07/30/2025,13:15:00,         80,         70,         32,        373,         70,         70,         60,         21,         37,         25,          0,          0,        128,        122,        106,          0
      2086,07/30/2025,13:30:00,         77,         66,         32,        370,         67,         67,         61,         15,         37,         25,          0,          0,         66,         79,        161,          0
      2087,07/30/2025,13:45:00,         79,         69,         32,        366,         69,         69,         60,         20,         37,         25,          0,          0,        122,        116,        114,          0
      2088,07/30/2025,14:00:00,         80,         70,         33,        374,         70,         70,         60,         21,         38,         25,          0,          0,        131,        124,        117,          0
      2089,07/30/2025,14:15:00,         75,         65,         33,        372,         68,         66,         60,        186,         38,         25,          0,          0,          0,          0,        213,          0
      2090,07/30/2025,14:30:00,         68,         70,         32,         55,         77,         69,         59,        530,         38,         25,          0,          0,         66,         68,        195,          0
      2091,07/30/2025,14:45:00,         62,         63,         33,         42,         75,         63,         61,        824,         38,         26,          0,          0,         81,         79,        618,          0
      2092,07/30/2025,15:00:00,         62,         63,         32,         44,         76,         64,         60,        828,         38,         26,          0,          0,         67,         64,        624,          0
      2093,07/30/2025,15:15:00,         62,         63,         32,         41,         75,         63,         60,        828,         38,         26,          0,          0,         73,         67,        642,          0
      2094,07/30/2025,15:30:00,         62,         63,         32,         44,         76,         63,         59,        830,         38,         26,          0,          0,         65,         63,        642,          0
      2095,07/30/2025,15:45:00,         62,         63,         32,         43,         73,         64,         59,        611,         38,         26,          0,          0,         53,         52,        491,          0
      2096,07/30/2025,16:00:00,         62,         63,         31,         40,         75,         63,         59,        831,         39,         26,          0,          0,         69,         62,        677,          0
      2097,07/30/2025,16:15:00,         62,         64,         27,         37,         76,         64,         54,        720,         39,         26,          0,          0,        157,        189,        181,          0
      2098,07/30/2025,16:30:00,         62,         64,         31,         44,         75,         64,         60,        784,         39,         26,          0,          0,         61,         57,        651,          0
      2099,07/30/2025,16:45:00,         62,         63,         33,         48,         76,         64,         60,        821,         39,         26,          0,          0,         76,         71,        621,          0
      2100,07/30/2025,17:00:00,         62,         63,         31,         50,         74,         64,         60,        700,         39,         26,          0,          0,         68,         57,        525,          0
      2101,07/30/2025,17:15:00,         62,         63,         32,         46,         76,         64,         60,        866,         39,         26,          0,          0,         70,         77,        697,          0
      2102,07/30/2025,17:30:00,         62,         63,         32,         47,         77,         64,         59,        818,         39,         26,          0,          0,         71,         66,        654,          0
      2103,07/30/2025,17:45:00,         62,         63,         31,         46,         77,         64,         60,        909,         39,         26,          0,          0,         70,         66,        700,          0
      2104,07/30/2025,18:00:00,         62,         63,         32,         45,         76,         63,         61,        888,         39,         26,          0,          0,         86,         90,        677,          0
      2105,07/30/2025,18:15:00,         62,         63,         31,         45,         76,         63,         60,        863,         39,         27,          0,          0,         79,         75,        696,          0
      2106,07/30/2025,18:30:00,         64,         65,         33,         66,         75,         66,         60,        589,         39,         26,          0,          0,         42,         63,        212,          0
      2107,07/30/2025,18:45:00,         71,         61,         32,        353,         76,         62,         60,        930,         39,         27,          0,          0,        105,        101,        994,          0
      2108,07/30/2025,19:00:00,         72,         62,         32,        380,         76,         62,         61,        974,         39,         27,          0,          0,        113,        104,       1021,          0
      2109,07/30/2025,19:15:00,         71,         61,         31,        335,         75,         62,         59,        893,         39,         27,          0,          0,        102,         94,       1001,          0
      2110,07/30/2025,19:30:00,         71,         62,         32,        317,         75,         62,         60,        835,         39,         27,          0,          0,        100,         89,        937,          0
      2111,07/30/2025,19:45:00,         70,         62,         32,        307,         74,         62,         60,        819,         38,         26,          0,          0,         98,         91,        884,          0
      2112,07/30/2025,20:00:00,         71,         62,         32,        327,         74,         62,         59,        815,         38,         26,          0,          0,         88,         85,        913,          0
      2113,07/30/2025,20:15:00,         71,         61,         32,        382,         75,         62,         60,        911,         38,         26,          0,          0,        103,         93,       1042,          0
      2114,07/30/2025,20:30:00,         72,         62,         32,        376,         75,         62,         60,        869,         38,         26,          0,          0,        108,         99,       1058,          0
      2115,07/30/2025,20:45:00,         71,         62,         32,        360,         74,         62,         60,        835,         38,         26,          0,          0,        116,        108,        960,          0
      2116,07/30/2025,21:00:00,         71,         63,         31,        283,         72,         63,         60,        601,         38,         26,          0,          0,         88,         76,        721,          0
      2117,07/30/2025,21:15:00,         73,         62,         32,        417,         75,         62,         60,        859,         38,         26,          0,          0,        103,         97,       1075,          0
      2118,07/30/2025,21:30:00,         72,         62,         32,        385,         75,         62,         59,        873,         38,         26,          0,          0,        111,         95,       1050,          0
      2119,07/30/2025,21:45:00,         73,         62,         31,        388,         74,         62,         60,        787,         38,         26,          0,          0,         97,         84,        990,          0
      2120,07/30/2025,22:00:00,         73,         62,         31,        378,         73,         63,         59,        672,         38,         26,          0,          0,         74,         62,        928,          0
      2121,07/30/2025,22:15:00,         79,         69,         31,        366,         69,         70,         60,          8,         38,         26,          0,          0,         47,         32,        176,          0
      2122,07/30/2025,22:30:00,         78,         68,         32,        367,         68,         69,         60,         16,         38,         26,          0,          0,         53,         50,        170,          0
      2123,07/30/2025,22:45:00,         75,         65,         32,        381,         65,         65,         59,         17,         37,         26,          0,          0,         93,         87,        199,          0
      2124,07/30/2025,23:00:00,         80,         70,         31,        365,         70,         71,         59,         26,         37,         26,          0,          0,         75,         74,        173,          0
      2125,07/30/2025,23:15:00,         71,         62,         32,        322,         72,         63,         59,        621,         37,         26,          0,          0,         91,         56,        831,          0
      2126,07/30/2025,23:30:00,         71,         63,         32,        292,         72,         63,         60,        597,         37,         25,          0,          0,         63,         63,        769,          0
      2127,07/30/2025,23:45:00,         73,         61,         31,        419,         75,         62,         60,        903,         37,         25,          0,          0,         60,         53,       1119,          0
      2128,07/31/2025,00:00:00,         71,         62,         31,        336,         72,         62,         60,        678,         37,         25,          0,          0,         81,         70,        875,          0
      2129,07/31/2025,00:15:00,         74,         62,         31,        395,         74,         63,         60,        771,         37,         25,          0,          0,         69,         66,        996,          0
      2130,07/31/2025,00:30:00,         72,         61,         32,        391,         74,         62,         60,        827,         37,         25,          0,          0,         86,         83,       1113,          0
      2131,07/31/2025,00:45:00,         72,         61,         32,        393,         74,         62,         60,        802,         37,         25,          0,          0,         88,         76,        948,          0
      2132,07/31/2025,01:00:00,         71,         62,         32,        319,         72,         63,         60,        645,         37,         25,          0,          0,         92,         83,        778,          0
      2133,07/31/2025,01:15:00,         71,         61,         32,        349,         73,         62,         60,        736,         37,         25,          0,          0,         97,         98,        918,          0
      2134,07/31/2025,01:30:00,         71,         62,         32,        342,         73,         62,         60,        699,         37,         25,          0,          0,         92,         81,        810,          0
      2135,07/31/2025,01:45:00,         73,         61,         31,        404,         75,         62,         60,        897,         37,         25,          0,          0,         71,         71,       1119,          0
      2136,07/31/2025,02:00:00,         72,         61,         32,        382,         72,         62,         60,        725,         37,         25,          0,          0,         83,         77,        983,          0
      2137,07/31/2025,02:15:00,         72,         62,         32,        363,         73,         63,         59,        712,         37,         25,          0,          0,         70,         63,        907,          0
      2138,07/31/2025,02:30:00,         71,         61,         32,        366,         72,         62,         60,        721,         37,         25,          0,          0,         77,         66,        904,          0
      2139,07/31/2025,02:45:00,         71,         62,         32,        326,         72,         62,         59,        653,         37,         25,          0,          0,         68,         65,        822,          0
      2140,07/31/2025,03:00:00,         61,         63,         32,         41,         74,         63,         60,        761,         37,         25,          0,          0,         58,         52,        610,          0
      2141,07/31/2025,03:15:00,         72,         61,         32,        405,         74,         61,         59,        842,         37,         25,          0,          0,         83,         79,       1048,          0
      2142,07/31/2025,03:30:00,         71,         61,         32,        376,         75,         61,         60,        908,         37,         25,          0,          0,         95,         82,       1059,          0
      2143,07/31/2025,03:45:00,         71,         61,         33,        389,         74,         61,         60,        865,         37,         25,          0,          0,        119,        102,        982,          0
      2144,07/31/2025,04:00:00,         71,         61,         32,        388,         75,         61,         60,        900,         37,         25,          0,          0,         96,         91,       1096,          0
      2145,07/31/2025,04:15:00,         72,         61,         32,        388,         75,         61,         59,        906,         37,         25,          0,          0,         94,         89,       1032,          0
      2146,07/31/2025,04:30:00,         72,         61,         32,        391,         74,         61,         60,        878,         37,         25,          0,          0,         93,         89,       1070,          0
      2147,07/31/2025,04:45:00,         71,         61,         33,        385,         74,         61,         61,        941,         37,         25,          0,          0,        122,        125,       1084,          0
      2148,07/31/2025,05:00:00,         71,         61,         31,        370,         75,         61,         60,        923,         37,         25,          0,          0,        116,        101,       1009,          0
      2149,07/31/2025,05:15:00,         74,         63,         32,        396,         75,         63,         60,        791,         37,         25,          0,          0,        117,         90,        964,          0
      2150,07/31/2025,05:30:00,         74,         63,         31,        380,         76,         63,         59,        837,         37,         25,          0,          0,        105,         93,       1035,          0
      2151,07/31/2025,05:45:00,         72,         61,         31,        375,         75,         62,         59,        896,         37,         25,          0,          0,         96,         85,       1080,          0
      2152,07/31/2025,06:00:00,         72,         61,         31,        369,         74,         62,         60,        855,         36,         24,          0,          0,         94,         89,       1051,          0
      2153,07/31/2025,06:15:00,         72,         62,         32,        377,         74,         62,         59,        826,         36,         24,          0,          0,         91,         87,       1035,          0
      2154,07/31/2025,06:30:00,         72,         62,         31,        378,         76,         62,         59,        916,         36,         24,          0,          0,         91,         87,       1061,          0
      2155,07/31/2025,06:45:00,         72,         62,         32,        390,         75,         62,         60,        859,         36,         24,          0,          0,        105,        100,       1066,          0
      2156,07/31/2025,07:00:00,         72,         62,         32,        385,         74,         62,         59,        825,         36,         24,          0,          0,        111,        104,       1027,          0
      2157,07/31/2025,07:15:00,         72,         62,         31,        356,         73,         62,         60,        727,         36,         24,          0,          0,         93,         86,        939,          0
      2158,07/31/2025,07:30:00,         72,         62,         31,        338,         72,         63,         60,        680,         36,         23,          0,          0,         82,         75,        831,          0
      2159,07/31/2025,07:45:00,         72,         61,         32,        397,         74,         62,         60,        870,         36,         23,          0,          0,         99,        106,       1027,          0
      2160,07/31/2025,08:00:00,         72,         61,         32,        393,         74,         62,         59,        831,         36,         23,          0,          0,         92,         83,       1066,          0
      2161,07/31/2025,08:15:00,         73,         62,         32,        378,         73,         62,         60,        780,         36,         23,          0,          0,         84,         78,        978,          0
      2162,07/31/2025,08:30:00,         72,         62,         32,        391,         74,         62,         60,        849,         36,         23,          0,          0,         92,         86,       1016,          0
      2163,07/31/2025,08:45:00,         72,         62,         31,        379,         75,         62,         60,        904,         36,         23,          0,          0,         95,         91,       1089,          0
