,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN,DP_RU
2025-06-04 13:15:00,68,58,50,50,4548.0,2327.0,67,68,67,65,32,48,68,65,32,48,
2025-06-04 13:30:00,67,58,51,50,4548.0,2298.0,67,67,67,65,33,49,68,65,32,49,
2025-06-04 13:45:00,68,58,50,51,4557.0,2331.0,67,67,67,65,32,48,69,65,32,48,
2025-06-04 14:00:00,68,58,50,50,4548.0,2329.0,67,67,67,65,32,49,68,65,32,49,
2025-06-04 14:15:00,68,58,51,50,4557.0,2334.0,67,68,67,66,31,48,68,65,31,48,
2025-06-04 14:30:00,67,59,50,49,4597.0,2328.0,67,67,67,66,31,47,68,65,31,47,
2025-06-04 14:45:00,67,58,50,50,4570.0,2331.0,67,67,67,65,31,46,68,65,31,46,
2025-06-04 15:00:00,68,59,50,50,4575.0,2352.0,68,68,67,66,30,46,68,66,32,46,
2025-06-04 15:15:00,68,59,50,50,4628.0,2333.0,68,69,68,66,31,45,70,65,31,45,
2025-06-04 15:30:00,69,59,50,50,4604.0,2361.0,68,68,68,66,30,44,70,66,30,45,
2025-06-04 15:45:00,68,59,49,50,4609.0,2356.0,68,68,68,66,30,45,69,66,31,45,
2025-06-04 16:00:00,69,59,50,50,4601.0,2368.0,68,68,68,66,30,44,69,66,30,45,
2025-06-04 16:15:00,69,59,50,50,4613.0,2377.0,68,68,68,66,30,44,69,66,30,44,
2025-06-04 16:30:00,69,59,50,50,4631.0,2383.0,69,68,68,66,30,44,70,66,30,44,
2025-06-04 16:45:00,69,60,50,50,4638.0,2395.0,69,69,68,67,29,43,70,66,30,43,
2025-06-04 17:00:00,69,60,50,50,4634.0,2394.0,69,69,68,67,30,42,70,66,30,42,
2025-06-04 17:15:00,69,60,50,50,4645.0,2399.0,69,69,69,67,29,43,70,67,30,43,
2025-06-04 17:30:00,69,60,50,50,4638.0,2417.0,69,69,68,67,29,42,70,66,30,42,
2025-06-04 17:45:00,69,60,50,50,4643.0,2400.0,69,69,69,67,29,41,70,66,29,41,
2025-06-04 18:00:00,69,60,50,50,4624.0,2407.0,69,69,68,67,29,41,70,66,30,42,
2025-06-04 18:15:00,69,60,50,50,4650.0,2419.0,68,69,69,67,30,42,70,66,30,42,
2025-06-04 18:30:00,69,60,50,50,4633.0,2410.0,68,69,68,67,30,44,69,66,30,43,
2025-06-04 18:45:00,68,59,50,50,4622.0,2403.0,68,68,68,67,30,44,69,66,31,44,
2025-06-04 19:00:00,68,60,50,50,4620.0,2403.0,68,68,68,67,29,43,69,66,30,43,
2025-06-04 19:15:00,69,60,50,49,4640.0,2394.0,68,68,68,67,29,42,69,66,29,43,
2025-06-04 19:30:00,69,60,50,50,4584.0,2399.0,69,69,69,68,28,40,70,67,29,40,
2025-06-04 19:45:00,69,60,50,50,4632.0,2395.0,69,69,68,67,29,41,70,66,29,41,
2025-06-04 20:00:00,69,60,50,50,4587.0,2383.0,68,68,68,67,29,42,69,67,30,42,
2025-06-04 20:15:00,68,60,50,49,4612.0,2366.0,68,68,68,67,30,43,69,66,30,43,
2025-06-04 20:30:00,68,59,51,50,4637.0,2374.0,68,68,68,66,31,46,69,65,31,46,
2025-06-04 20:45:00,69,60,50,50,4616.0,2383.0,68,69,68,66,30,43,70,66,31,43,
2025-06-04 21:00:00,68,59,50,50,4618.0,2372.0,68,68,68,66,30,44,69,66,30,44,
2025-06-04 21:15:00,68,59,51,51,4615.0,2365.0,68,68,67,67,30,44,69,66,31,44,
2025-06-04 21:30:00,68,60,50,50,4601.0,2360.0,68,68,68,66,30,44,69,66,30,44,
2025-06-04 21:45:00,68,59,50,50,4619.0,2368.0,68,68,68,66,30,45,69,66,31,45,
2025-06-04 22:00:00,68,60,50,50,4635.0,2350.0,68,68,68,67,30,44,68,66,31,44,
2025-06-04 22:15:00,68,60,50,50,4595.0,2370.0,68,68,68,67,29,43,69,66,30,43,
2025-06-04 22:30:00,68,59,50,50,4592.0,2352.0,68,68,67,66,30,43,69,67,30,43,
2025-06-04 22:45:00,67,59,50,50,4601.0,2350.0,67,68,67,66,30,46,68,65,31,47,
2025-06-04 23:00:00,69,59,50,50,4589.0,2345.0,69,69,68,67,30,43,70,66,30,43,
2025-06-04 23:15:00,68,59,50,50,4598.0,2337.0,68,68,68,66,30,44,69,66,30,45,
2025-06-04 23:30:00,68,59,50,50,4597.0,2344.0,68,68,67,66,31,45,68,65,30,45,
2025-06-04 23:45:00,68,59,49,50,4581.0,2350.0,67,68,67,67,30,45,68,66,31,45,
2025-06-05 00:00:00,68,59,50,50,4586.0,2356.0,67,68,67,66,30,45,68,65,30,45,
2025-06-05 00:15:00,69,59,50,50,4586.0,2336.0,68,68,68,66,30,43,69,66,30,43,
2025-06-05 00:30:00,68,59,49,50,4581.0,2334.0,67,67,67,66,31,45,68,65,32,45,
2025-06-05 00:45:00,65,58,50,50,4572.0,2325.0,64,64,63,65,33,50,64,64,33,51,
2025-06-05 01:00:00,64,58,51,50,4549.0,2300.0,63,63,62,64,32,50,63,63,34,51,
2025-06-05 01:15:00,63,58,50,50,4518.0,2293.0,63,63,62,63,32,50,63,63,33,51,
2025-06-05 01:30:00,67,58,49,50,4511.0,2279.0,66,66,65,65,31,49,65,65,32,49,
2025-06-05 01:45:00,63,58,50,50,4490.0,2245.0,63,63,62,64,33,50,63,63,33,51,
2025-06-05 02:00:00,63,58,50,49,4632.0,2366.0,63,63,62,64,33,50,64,63,33,51,
2025-06-05 02:15:00,63,58,50,50,4597.0,2354.0,63,63,62,64,33,50,63,63,33,51,
2025-06-05 02:30:00,67,58,50,50,4557.0,2339.0,67,68,67,65,32,47,68,65,32,48,
2025-06-05 02:45:00,67,58,51,50,4563.0,2342.0,67,67,67,65,31,49,68,65,32,49,
2025-06-05 03:00:00,63,57,50,50,4549.0,2333.0,62,62,61,62,33,50,62,62,32,51,
2025-06-05 03:15:00,67,57,50,50,4545.0,2330.0,66,66,66,64,33,50,67,64,32,51,
2025-06-05 03:30:00,63,55,50,50,4541.0,2318.0,62,62,61,61,32,50,62,60,33,51,
2025-06-05 03:45:00,61,55,50,50,4531.0,2319.0,61,61,59,61,31,50,61,61,33,51,
2025-06-05 04:00:00,61,55,50,50,4536.0,2295.0,60,60,59,60,32,51,61,60,33,51,
2025-06-05 04:15:00,60,55,50,50,4484.0,2277.0,60,61,60,61,32,50,61,60,33,51,
2025-06-05 04:30:00,65,56,50,50,4491.0,2291.0,64,64,64,63,32,50,65,62,33,51,
2025-06-05 04:45:00,61,55,50,50,4479.0,2267.0,61,61,60,61,33,50,61,60,33,51,
2025-06-05 05:00:00,61,56,50,50,4554.0,2374.0,60,61,60,61,33,50,61,60,33,51,
2025-06-05 05:15:00,60,55,50,50,4567.0,2352.0,60,60,59,60,33,50,60,59,34,51,
2025-06-05 05:30:00,65,55,50,49,4544.0,2344.0,65,65,65,63,32,50,67,62,32,51,
2025-06-05 05:45:00,65,55,50,50,4549.0,2352.0,65,65,65,62,33,50,66,62,32,51,
2025-06-05 06:00:00,63,54,50,50,4557.0,2361.0,63,63,62,61,32,50,64,61,33,51,
2025-06-05 06:15:00,64,55,50,50,4543.0,2357.0,63,63,63,62,32,50,64,61,33,51,
2025-06-05 06:30:00,64,54,51,50,4540.0,2352.0,63,63,63,61,33,50,64,60,32,51,
2025-06-05 06:45:00,63,53,50,50,4544.0,2332.0,63,63,63,60,32,51,64,60,33,51,
2025-06-05 07:00:00,59,53,50,50,4554.0,2351.0,59,59,58,59,32,50,59,58,33,51,
2025-06-05 07:15:00,59,53,51,50,4532.0,2321.0,59,59,58,59,32,50,59,58,33,51,
2025-06-05 07:30:00,59,53,50,50,4523.0,2332.0,59,59,58,59,33,51,59,58,33,50,
2025-06-05 07:45:00,63,53,50,50,4506.0,2306.0,63,63,64,61,32,50,65,60,33,51,
2025-06-05 08:00:00,63,54,50,50,4518.0,2317.0,63,64,63,61,32,50,64,61,33,51,
2025-06-05 08:15:00,63,54,50,50,4516.0,2335.0,63,63,63,60,32,50,64,60,32,51,
2025-06-05 08:30:00,63,55,50,50,4507.0,2324.0,63,63,63,61,32,50,64,61,33,51,
2025-06-05 08:45:00,64,53,50,50,4520.0,2332.0,63,63,64,61,32,50,65,60,32,51,
2025-06-05 09:00:00,64,53,50,50,4553.0,2339.0,63,63,63,61,33,50,65,60,33,51,
2025-06-05 09:15:00,62,53,50,50,4538.0,2347.0,62,63,62,60,32,50,63,59,33,51,
2025-06-05 09:30:00,63,54,50,50,4561.0,2353.0,63,63,63,60,32,51,64,60,33,51,
2025-06-05 09:45:00,63,53,50,50,4551.0,2355.0,62,63,62,60,32,50,64,60,33,51,
2025-06-05 10:00:00,63,54,50,50,4564.0,2351.0,63,64,64,61,33,51,65,60,33,51,
2025-06-05 10:15:00,63,54,50,50,4576.0,2364.0,63,64,63,61,33,50,65,61,33,50,
2025-06-05 10:30:00,63,54,50,50,4569.0,2364.0,63,63,63,61,33,50,64,60,33,51,
2025-06-05 10:45:00,65,55,50,50,4584.0,2382.0,64,65,65,62,33,50,66,62,33,51,
2025-06-05 11:00:00,64,55,50,49,4570.0,2374.0,64,64,64,62,33,50,65,62,33,51,
2025-06-05 11:15:00,64,55,50,50,4604.0,2377.0,64,64,64,61,32,50,65,61,34,51,
2025-06-05 11:30:00,64,54,51,50,4603.0,2384.0,64,64,64,62,32,50,65,61,33,51,
2025-06-05 11:45:00,64,55,50,50,4610.0,2382.0,64,64,63,62,32,50,65,61,33,51,
2025-06-05 12:00:00,62,55,50,50,4630.0,2383.0,61,61,60,60,32,50,61,59,33,51,
2025-06-05 12:15:00,65,55,49,50,4637.0,2393.0,65,65,65,62,32,50,67,62,33,51,
2025-06-05 12:30:00,65,55,50,50,4641.0,2399.0,64,65,64,62,33,50,65,61,33,50,
2025-06-05 12:45:00,61,55,50,49,4642.0,2405.0,60,60,60,60,32,50,60,59,33,51,
2025-06-05 13:00:00,64,56,50,50,4636.0,2397.0,64,64,65,62,32,50,65,62,33,51,
2025-06-05 13:15:00,62,56,50,50,4632.0,2392.0,61,61,61,61,33,50,61,60,33,51,
2025-06-05 13:30:00,61,55,50,50,4624.0,2383.0,60,60,59,61,33,50,60,60,34,51,
2025-06-05 13:45:00,64,56,50,50,4602.0,2380.0,63,63,63,62,33,50,63,61,34,50,
2025-06-05 14:00:00,62,55,50,50,4595.0,2365.0,62,62,62,61,33,50,63,61,32,51,
2025-06-05 14:15:00,65,55,50,50,4609.0,2380.0,64,64,65,63,33,50,66,62,33,51,
2025-06-05 14:30:00,66,55,50,50,4609.0,2378.0,65,66,66,63,32,51,67,62,32,51,
2025-06-05 14:45:00,66,56,50,50,4609.0,2385.0,65,65,66,63,33,50,67,62,33,51,
2025-06-05 15:00:00,64,54,50,50,4688.0,2381.0,64,64,64,62,33,50,65,61,33,51,
2025-06-05 15:15:00,60,55,50,50,4619.0,2381.0,60,60,58,60,33,51,60,59,33,51,
2025-06-05 15:30:00,61,56,50,50,4618.0,2386.0,60,61,60,60,32,50,60,59,33,51,
2025-06-05 15:45:00,65,55,50,50,4639.0,2380.0,65,65,65,62,33,50,66,62,33,51,
2025-06-05 16:00:00,65,55,50,50,4633.0,2406.0,64,64,64,62,33,50,66,62,33,51,
2025-06-05 16:15:00,65,55,50,51,4645.0,2408.0,65,65,65,62,33,50,66,62,33,51,
2025-06-05 16:30:00,65,55,50,50,4648.0,2400.0,64,64,64,62,33,51,66,62,34,51,
2025-06-05 16:45:00,65,56,50,50,4648.0,2425.0,65,65,64,63,33,50,66,62,33,51,
2025-06-05 17:00:00,65,56,50,50,4633.0,2412.0,64,65,65,63,32,50,66,63,33,51,
2025-06-05 17:15:00,65,56,50,50,4628.0,2434.0,64,65,65,62,33,50,66,62,33,51,
2025-06-05 17:30:00,65,55,51,50,4663.0,2418.0,64,65,64,62,33,50,66,62,33,51,
2025-06-05 17:45:00,66,56,50,50,4679.0,2428.0,65,65,65,63,32,50,67,63,33,51,
2025-06-05 18:00:00,67,56,50,51,4680.0,2436.0,66,66,66,64,32,51,67,63,33,51,
2025-06-05 18:15:00,66,56,50,50,4669.0,2455.0,65,65,65,63,33,51,66,63,33,51,
2025-06-05 18:30:00,65,55,50,50,4656.0,2441.0,64,64,64,62,32,51,66,62,33,51,
2025-06-05 18:45:00,65,56,50,50,4656.0,2439.0,65,65,64,63,32,50,66,63,34,51,
2025-06-05 19:00:00,66,56,50,50,4660.0,2444.0,66,66,65,64,32,50,66,63,33,51,
2025-06-05 19:15:00,67,57,50,50,4685.0,2456.0,66,67,66,64,32,51,68,63,33,51,
2025-06-05 19:30:00,67,56,50,50,4685.0,2459.0,66,66,65,64,32,50,68,64,33,51,
2025-06-05 19:45:00,66,56,49,50,4688.0,2459.0,65,66,65,64,32,51,67,63,33,51,
2025-06-05 20:00:00,66,56,50,50,4691.0,2474.0,66,66,65,64,32,50,67,63,32,50,
2025-06-05 20:15:00,67,57,50,50,4706.0,2473.0,66,66,66,64,32,50,67,64,33,51,
2025-06-05 20:30:00,67,57,49,50,4718.0,2478.0,67,68,67,65,32,50,68,64,33,50,
2025-06-05 20:45:00,66,57,50,50,4728.0,2497.0,66,66,66,64,33,50,67,64,33,51,
2025-06-05 21:00:00,66,57,50,50,4737.0,2509.0,66,66,66,64,33,50,67,64,33,51,
2025-06-05 21:15:00,66,57,50,50,4737.0,2500.0,66,66,66,64,32,50,67,64,33,51,
2025-06-05 21:30:00,67,57,50,50,4744.0,2506.0,67,67,66,65,33,50,68,64,33,50,
2025-06-05 21:45:00,67,58,50,50,4743.0,2536.0,66,66,66,65,33,50,68,64,32,51,
2025-06-05 22:00:00,67,58,50,50,4758.0,2515.0,67,66,66,65,32,50,68,64,32,50,
2025-06-05 22:15:00,67,58,50,50,4751.0,2510.0,67,67,66,65,32,49,68,65,33,50,
2025-06-05 22:30:00,67,58,50,50,4753.0,2521.0,66,66,66,65,32,49,68,65,33,49,
2025-06-05 22:45:00,67,58,50,50,4756.0,2534.0,67,67,66,65,32,49,68,65,32,49,
2025-06-05 23:00:00,68,58,50,50,4747.0,2508.0,67,67,67,65,32,49,68,65,32,50,
2025-06-05 23:15:00,67,58,50,50,4756.0,2518.0,67,67,66,65,32,49,68,65,33,49,
2025-06-05 23:30:00,67,58,50,50,4764.0,2509.0,66,67,66,65,32,50,68,65,33,50,
2025-06-05 23:45:00,67,58,50,50,4767.0,2534.0,66,66,66,65,32,50,67,64,33,51,
2025-06-06 00:00:00,67,58,50,50,4749.0,2526.0,67,66,66,65,33,50,67,64,33,50,
2025-06-06 00:15:00,67,58,50,50,4760.0,2535.0,67,67,66,65,32,49,68,65,33,49,
2025-06-06 00:30:00,67,58,50,50,4765.0,2514.0,66,67,66,65,32,50,68,65,32,50,
2025-06-06 00:45:00,66,58,50,50,4745.0,2519.0,66,66,66,65,33,50,67,64,32,50,
2025-06-06 01:00:00,67,58,50,48,4740.0,2518.0,66,66,66,65,33,50,67,64,32,50,
2025-06-06 01:15:00,64,58,50,51,4729.0,2502.0,63,63,62,64,33,50,63,62,33,51,
2025-06-06 01:30:00,68,58,50,50,4725.0,2508.0,68,68,68,66,30,46,70,65,31,46,
2025-06-06 01:45:00,68,58,50,49,4732.0,2499.0,67,68,67,66,31,46,69,65,31,46,
2025-06-06 02:00:00,67,58,49,50,4747.0,2503.0,67,67,66,65,32,49,68,65,32,49,
2025-06-06 02:15:00,67,58,50,50,4728.0,2503.0,67,67,66,65,32,50,67,64,32,50,
2025-06-06 02:30:00,68,58,50,50,4697.0,2496.0,67,67,67,65,32,49,69,65,32,49,
2025-06-06 02:45:00,67,58,50,50,4719.0,2500.0,67,67,67,65,32,49,68,64,33,49,
2025-06-06 03:00:00,66,57,50,50,4724.0,2503.0,66,66,65,65,33,50,67,64,33,51,
2025-06-06 03:15:00,67,58,50,50,4737.0,2489.0,66,67,66,65,33,50,68,64,33,50,
2025-06-06 03:30:00,66,57,49,50,4715.0,2494.0,66,66,66,64,32,50,67,63,32,51,
2025-06-06 03:45:00,67,57,50,50,4715.0,2495.0,67,66,66,65,32,50,68,64,33,50,
2025-06-06 04:00:00,67,57,50,50,4715.0,2484.0,66,66,66,65,32,50,67,64,32,50,
2025-06-06 04:15:00,62,57,50,50,4709.0,2465.0,62,62,61,62,32,50,62,62,33,51,
2025-06-06 04:30:00,62,56,50,50,4660.0,2441.0,62,62,61,63,33,50,62,61,33,51,
2025-06-06 04:45:00,62,57,51,50,4634.0,2420.0,62,62,61,63,33,50,62,62,33,51,
2025-06-06 05:00:00,62,56,50,50,4637.0,2393.0,61,62,60,62,32,50,62,62,33,51,
2025-06-06 05:15:00,62,56,50,50,4610.0,2374.0,61,61,60,62,33,50,62,61,33,51,
2025-06-06 05:30:00,63,57,50,50,4590.0,2355.0,62,62,61,62,33,50,62,62,33,51,
2025-06-06 05:45:00,62,56,50,50,4575.0,2355.0,62,62,61,62,32,50,62,61,33,51,
2025-06-06 06:00:00,61,55,51,50,4556.0,2332.0,61,61,60,62,33,50,61,61,33,51,
2025-06-06 06:15:00,61,55,50,50,4535.0,2309.0,60,61,59,61,32,51,61,60,33,51,
2025-06-06 06:30:00,61,54,50,50,4484.0,2286.0,59,60,59,60,32,50,60,58,33,51,
2025-06-06 06:45:00,60,53,50,50,4485.0,2280.0,59,59,58,59,33,50,59,58,33,51,
2025-06-06 07:00:00,59,54,50,50,4453.0,2256.0,59,59,59,59,33,50,59,59,32,51,
2025-06-06 07:15:00,59,53,50,50,4419.0,2260.0,59,59,58,58,33,51,59,58,34,50,
2025-06-06 07:30:00,59,53,50,50,4556.0,2374.0,59,59,58,59,32,50,59,58,33,51,
2025-06-06 07:45:00,58,52,50,50,4543.0,2351.0,57,58,57,58,33,50,58,57,33,51,
2025-06-14 03:00:00,58,53,51,50,4684.0,2458.0,58,570,58,58,32,50,59,57,33,51,
2025-06-14 03:15:00,57,52,50,50,4664.0,2447.0,58,569,57,57,33,51,58,57,33,51,
2025-06-14 03:30:00,58,52,50,51,4678.0,2459.0,58,570,57,57,32,50,58,56,32,51,
2025-06-14 03:45:00,58,52,49,49,4655.0,2445.0,57,569,57,57,32,50,58,57,33,51,
2025-06-14 04:00:00,58,52,50,51,4664.0,2443.0,58,567,58,57,33,50,58,57,33,51,
2025-06-14 04:15:00,57,52,51,50,4661.0,2447.0,57,568,57,56,32,50,57,56,33,51,
2025-06-14 04:30:00,58,52,50,50,4696.0,2428.0,58,565,57,57,33,50,58,57,33,51,
2025-06-14 04:45:00,58,52,50,50,4672.0,2433.0,58,568,58,57,32,50,58,57,33,51,
2025-06-14 05:00:00,58,52,50,50,4648.0,2414.0,58,567,57,57,32,50,58,57,32,50,
2025-06-14 05:15:00,58,52,50,50,4660.0,2425.0,58,567,57,57,33,50,58,56,33,51,
2025-06-14 05:30:00,59,52,50,50,4649.0,2427.0,58,569,58,57,32,51,59,57,33,51,
2025-06-14 05:45:00,58,52,50,50,4645.0,2419.0,58,566,58,58,32,50,59,57,33,51,
2025-06-14 06:00:00,57,52,50,50,4662.0,2406.0,58,566,57,57,33,51,57,57,33,51,
2025-06-14 06:15:00,58,52,50,50,4644.0,2427.0,57,566,57,57,32,51,58,56,33,51,
2025-06-14 06:30:00,57,52,50,51,4636.0,2409.0,58,565,57,57,33,50,58,56,33,51,
2025-06-14 06:45:00,58,52,50,50,4654.0,2421.0,58,564,57,57,32,51,58,57,34,51,
2025-06-14 07:00:00,57,52,49,50,4634.0,2421.0,58,561,57,57,33,50,58,57,33,51,
2025-06-14 07:15:00,58,52,50,50,4635.0,2417.0,57,560,57,57,33,50,59,57,33,51,
2025-06-14 07:30:00,58,52,50,50,4637.0,2419.0,57,559,57,57,32,50,58,57,34,51,
2025-06-14 07:45:00,58,52,50,50,4632.0,2424.0,58,562,58,57,33,50,58,57,33,51,
2025-06-14 08:00:00,58,52,50,50,4632.0,2411.0,57,562,57,57,33,50,58,56,33,51,
2025-06-14 08:15:00,58,52,51,50,4650.0,2427.0,58,562,57,57,33,50,58,57,33,51,
2025-06-14 08:30:00,57,52,50,50,4641.0,2414.0,58,564,58,57,32,50,58,57,33,51,
2025-06-14 08:45:00,58,52,51,50,4628.0,2421.0,58,564,58,57,33,50,59,56,33,51,
2025-06-14 09:00:00,58,52,50,50,4659.0,2415.0,58,566,58,57,32,50,58,57,33,51,
2025-06-14 09:15:00,58,52,50,50,4631.0,2411.0,57,567,57,57,33,50,58,57,33,51,
2025-06-14 09:30:00,57,52,49,50,4609.0,2405.0,57,567,57,57,33,50,58,56,33,51,
2025-06-14 09:45:00,58,52,51,50,4620.0,2401.0,57,568,58,57,33,50,58,57,33,51,
2025-06-14 10:00:00,58,52,50,49,4659.0,2406.0,58,570,57,57,33,50,58,57,33,51,
2025-06-14 10:15:00,57,52,50,50,4618.0,2399.0,58,568,57,57,33,50,58,56,33,51,
2025-06-14 10:30:00,58,52,51,50,4629.0,2409.0,58,569,57,57,32,51,58,57,33,51,
2025-06-14 10:45:00,57,51,51,50,4644.0,2388.0,58,563,57,57,33,50,58,56,33,51,
2025-06-14 11:00:00,58,52,50,50,4634.0,2414.0,58,566,58,57,33,50,59,57,33,51,
2025-06-14 11:15:00,57,52,49,51,4639.0,2391.0,57,565,57,57,32,50,58,56,33,51,
2025-06-14 11:30:00,57,52,51,50,4619.0,2405.0,58,566,57,57,33,50,58,56,32,51,
2025-06-14 11:45:00,57,52,50,50,4605.0,2396.0,57,567,57,57,32,50,58,56,33,51,
2025-06-14 12:00:00,57,52,50,50,4613.0,2403.0,57,533,57,57,32,51,58,56,33,51,
2025-06-14 12:15:00,57,52,50,50,4616.0,2382.0,58,540,57,57,33,51,58,56,33,51,
2025-06-14 12:30:00,57,52,50,50,4619.0,2397.0,57,541,57,57,33,51,58,56,33,51,
2025-06-14 12:45:00,57,52,50,50,4616.0,2403.0,57,542,57,56,33,51,58,56,33,51,
2025-06-14 13:00:00,57,52,50,50,4644.0,2393.0,58,538,57,56,33,50,58,56,33,51,
2025-06-14 13:15:00,57,52,50,50,4656.0,2412.0,58,537,57,57,33,50,58,56,33,51,
2025-06-14 13:30:00,57,52,50,51,4646.0,2411.0,57,540,57,57,33,50,58,56,33,51,
2025-06-14 13:45:00,58,52,50,51,4654.0,2406.0,58,540,58,57,32,50,58,57,33,51,
2025-06-14 14:00:00,58,52,51,50,4661.0,2418.0,58,547,58,57,33,50,59,57,34,51,
2025-06-14 14:15:00,58,52,50,50,4671.0,2415.0,57,546,58,57,33,50,58,57,33,51,
2025-06-14 14:30:00,57,52,50,50,4653.0,2421.0,57,551,58,57,33,51,58,56,33,51,
2025-06-14 14:45:00,57,52,50,50,4653.0,2425.0,58,556,57,57,33,50,58,56,33,51,
2025-06-14 15:00:00,57,52,50,51,4642.0,2424.0,58,560,58,57,32,50,58,56,33,51,
2025-06-14 15:15:00,58,52,50,50,4655.0,2427.0,58,561,58,57,32,50,58,56,33,51,
2025-06-14 15:30:00,57,52,50,50,4666.0,2414.0,58,566,57,57,32,51,58,56,33,51,
2025-06-14 15:45:00,58,52,50,50,4650.0,2425.0,58,566,57,57,32,51,58,56,33,51,
2025-06-14 16:00:00,58,52,50,50,4666.0,2428.0,58,568,57,57,33,50,58,57,33,51,
2025-06-14 16:15:00,58,52,50,50,4659.0,2418.0,58,569,58,57,32,51,58,56,33,51,
2025-06-14 16:30:00,58,53,50,50,4653.0,2421.0,58,567,57,57,33,50,58,57,33,51,
2025-06-14 16:45:00,58,52,50,51,4647.0,2418.0,58,568,58,57,33,50,58,57,33,51,
2025-06-14 17:00:00,58,52,50,50,4654.0,2420.0,58,560,57,57,33,50,58,56,33,51,
2025-06-14 17:15:00,58,52,50,50,4622.0,2415.0,58,562,57,57,32,50,58,56,33,51,
2025-06-14 17:30:00,58,52,50,50,4640.0,2410.0,58,567,57,57,33,50,58,56,33,51,
2025-06-14 17:45:00,58,52,50,50,4632.0,2412.0,58,569,57,57,32,50,58,56,33,51,
2025-06-14 18:00:00,57,52,50,49,4628.0,2409.0,58,569,57,57,32,50,58,56,34,51,
2025-06-14 18:15:00,57,52,50,50,4626.0,2402.0,57,567,57,57,32,50,57,56,34,51,
2025-06-14 18:30:00,57,52,50,51,4627.0,2404.0,57,568,57,57,33,50,58,56,33,51,
2025-06-14 18:45:00,57,52,50,50,4632.0,2398.0,58,565,57,57,33,50,58,56,33,51,
2025-06-14 19:00:00,57,52,50,50,4614.0,2402.0,58,566,57,57,33,50,58,56,32,51,
2025-06-14 19:15:00,57,52,51,50,4593.0,2407.0,58,569,57,57,32,50,57,57,33,51,
2025-06-14 19:30:00,57,52,50,50,4594.0,2389.0,57,569,57,56,33,51,58,56,34,51,
2025-06-14 19:45:00,57,52,50,50,4616.0,2376.0,57,569,57,57,33,50,58,56,32,51,
2025-06-14 20:00:00,57,52,50,50,4618.0,2383.0,58,568,57,57,32,50,57,56,33,51,
2025-06-14 20:15:00,57,52,50,50,4598.0,2375.0,57,568,56,56,33,50,57,56,33,51,
2025-06-14 20:30:00,57,51,49,50,4599.0,2368.0,56,568,56,56,32,50,57,56,33,51,
2025-06-14 20:45:00,57,51,50,50,4581.0,2372.0,57,570,57,57,34,50,58,56,33,51,
2025-06-14 21:00:00,57,51,51,50,4596.0,2367.0,57,567,56,56,32,50,57,56,33,51,
2025-06-14 21:15:00,56,51,50,50,4590.0,2371.0,57,564,56,56,32,50,57,56,33,51,
2025-06-14 21:30:00,57,51,50,50,4595.0,2361.0,57,569,56,56,33,50,57,56,33,51,
2025-06-14 21:45:00,57,51,50,50,4588.0,2351.0,57,567,56,56,32,50,57,56,33,51,
2025-06-14 22:00:00,57,52,50,50,4611.0,2379.0,57,566,56,57,33,50,57,56,33,51,
2025-06-14 22:15:00,57,52,51,51,4582.0,2346.0,57,566,56,57,32,50,57,56,33,51,
2025-06-14 22:30:00,57,51,50,50,4590.0,2356.0,57,563,56,56,33,50,57,56,32,51,
2025-06-14 22:45:00,57,51,50,50,4580.0,2343.0,57,570,56,56,33,50,57,56,33,51,
2025-06-14 23:00:00,57,51,50,50,4584.0,2351.0,57,567,56,56,33,50,58,55,32,51,
2025-06-14 23:15:00,57,51,50,50,4565.0,2348.0,57,566,57,56,33,50,57,55,33,51,
2025-06-14 23:30:00,57,51,50,50,4586.0,2339.0,56,569,56,56,33,50,57,55,34,51,
2025-06-14 23:45:00,56,51,50,50,4571.0,2337.0,57,562,56,56,33,50,57,55,33,51,
2025-06-15 00:00:00,56,51,50,50,4574.0,2330.0,57,567,57,57,33,50,57,55,33,51,
2025-06-15 00:15:00,56,51,50,51,4569.0,2340.0,56,565,56,56,33,51,57,55,34,51,
2025-06-15 00:30:00,56,51,50,50,4564.0,2321.0,56,567,56,56,32,50,57,56,33,51,
2025-06-15 00:45:00,56,50,50,50,4507.0,2325.0,56,570,56,56,33,50,58,55,33,51,
2025-06-15 01:00:00,56,51,50,50,4541.0,2314.0,56,566,56,56,33,50,57,56,33,51,
2025-06-15 01:15:00,57,51,50,50,4546.0,2343.0,56,566,56,56,33,50,57,56,33,51,
2025-06-15 01:30:00,57,51,51,50,4534.0,2300.0,57,567,56,56,32,50,57,55,32,51,
2025-06-15 01:45:00,54,48,50,50,4513.0,2293.0,54,565,54,54,33,50,55,53,33,51,
2025-06-15 02:00:00,56,50,50,50,4561.0,2306.0,56,571,56,56,32,50,56,55,32,51,
2025-06-15 02:15:00,56,50,50,50,4540.0,2296.0,56,571,56,56,33,51,57,55,32,50,
2025-06-15 02:30:00,56,50,50,50,4498.0,2293.0,56,566,55,56,33,50,56,55,33,51,
