,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN,DP_RU
2025-03-09 10:30:00,79,63,48,48,4140.0,2565.0,79,584,80,73,24,24,82,73,25,24,
2025-03-09 10:45:00,80,63,48,48,4144.0,2571.0,80,583,81,72,24,21,82,73,24,21,
2025-03-09 11:00:00,80,62,47,48,4141.0,2596.0,81,583,81,74,24,18,82,74,23,18,
2025-03-09 11:15:00,81,63,46,47,4142.0,2459.0,80,582,81,74,23,18,82,73,24,18,
2025-03-09 11:30:00,81,63,48,48,4147.0,2481.0,81,587,81,74,23,19,83,74,24,18,
2025-03-09 11:45:00,81,63,48,48,4136.0,2481.0,80,585,81,74,22,17,83,74,23,17,
2025-03-09 12:00:00,81,62,47,47,4142.0,2480.0,81,587,82,74,23,17,83,74,23,17,
2025-03-09 12:15:00,81,62,48,48,4149.0,2475.0,81,587,81,74,23,18,83,74,24,18,
2025-03-09 12:30:00,81,62,48,49,4138.0,2510.0,80,586,82,73,23,20,83,73,24,20,
2025-03-09 12:45:00,81,62,48,49,4154.0,2542.0,81,588,81,73,24,20,83,73,24,20,
2025-03-09 13:00:00,81,62,48,48,4138.0,2554.0,81,585,82,74,23,19,83,74,24,19,
2025-03-09 13:15:00,81,63,48,47,4140.0,2554.0,81,582,83,75,22,15,84,75,23,15,
2025-03-09 13:30:00,82,63,47,47,4147.0,2562.0,81,580,82,74,22,15,84,74,23,15,
2025-03-09 13:45:00,82,64,46,46,4139.0,2562.0,82,586,82,76,22,15,84,75,23,14,
2025-03-09 14:00:00,82,65,46,46,4144.0,2570.0,82,587,83,75,22,13,84,75,22,13,
2025-03-09 14:15:00,82,64,45,46,4139.0,2567.0,82,588,83,75,22,13,84,75,23,13,
2025-03-09 14:30:00,82,65,46,45,4143.0,2570.0,82,591,82,75,22,11,84,75,22,11,
2025-03-09 14:45:00,82,65,46,45,4137.0,2595.0,82,585,82,75,22,12,84,75,22,12,
2025-03-09 15:00:00,82,64,46,47,4148.0,2566.0,82,591,82,75,22,13,84,74,22,13,
2025-03-09 15:15:00,82,64,46,47,4149.0,2572.0,82,584,83,75,22,13,83,75,23,13,
2025-03-09 15:30:00,82,64,46,46,4144.0,2465.0,82,586,83,74,22,14,84,75,23,14,
2025-03-09 15:45:00,82,64,45,45,4137.0,2493.0,82,588,82,75,22,13,84,74,23,13,
2025-03-09 16:00:00,82,64,47,46,4145.0,2491.0,82,589,82,75,22,14,84,75,23,14,
2025-03-09 16:15:00,82,64,45,46,4144.0,2511.0,81,586,82,75,22,13,84,75,23,13,
2025-03-09 16:30:00,82,65,46,46,4140.0,2481.0,82,585,82,75,22,12,84,75,23,13,
2025-03-09 16:45:00,82,65,46,46,4142.0,2498.0,82,591,83,75,22,14,84,75,23,14,
2025-03-09 17:00:00,81,65,45,45,4157.0,2502.0,81,585,82,75,23,14,83,75,23,14,
2025-03-09 17:15:00,81,65,45,46,4135.0,2467.0,80,585,81,74,22,16,83,74,23,16,
2025-03-09 17:30:00,81,65,46,46,4116.0,2460.0,80,588,81,74,22,15,83,74,23,16,
2025-03-09 17:45:00,81,64,46,45,4141.0,2470.0,80,584,81,75,22,16,83,74,23,16,
2025-03-09 18:00:00,81,64,46,46,4142.0,2454.0,81,586,82,75,22,16,83,74,23,16,
2025-03-09 18:15:00,81,64,46,47,4144.0,2431.0,81,583,82,74,22,16,83,75,23,16,
2025-03-09 18:30:00,81,63,47,47,4137.0,2425.0,81,589,82,73,23,22,83,73,23,22,
2025-03-09 18:45:00,79,61,49,49,4147.0,2396.0,79,584,80,72,24,23,82,72,24,23,
2025-03-09 19:00:00,79,62,48,49,4139.0,2421.0,79,579,80,73,23,22,82,72,24,22,
2025-03-09 19:15:00,80,62,48,48,4141.0,2408.0,80,589,81,73,23,20,82,73,24,20,
2025-03-09 19:30:00,80,63,47,48,4142.0,2425.0,80,588,80,74,23,18,83,74,24,18,
2025-03-09 19:45:00,80,63,47,47,4139.0,2402.0,80,579,80,73,23,19,82,74,24,19,
2025-03-09 20:00:00,80,63,47,47,4144.0,2401.0,80,588,80,74,23,18,82,73,24,19,
2025-03-09 20:15:00,80,62,48,47,4142.0,2390.0,80,589,80,73,23,20,82,73,24,20,
2025-03-09 20:30:00,80,62,49,48,4141.0,2389.0,80,577,80,73,23,22,82,73,24,22,
2025-03-09 20:45:00,80,62,48,48,4141.0,2397.0,80,583,80,73,24,21,81,73,24,21,
2025-03-09 21:00:00,79,63,48,48,4141.0,2409.0,79,586,79,73,23,20,81,73,24,21,
2025-03-09 21:15:00,80,63,48,48,4135.0,2411.0,80,568,81,73,23,19,83,73,24,19,
2025-03-09 21:30:00,80,62,48,48,4139.0,2359.0,79,586,80,73,23,20,82,73,24,20,
2025-03-09 21:45:00,79,62,48,48,4143.0,2363.0,79,588,80,73,23,22,82,73,24,22,
2025-03-09 22:00:00,79,62,49,49,4146.0,2342.0,79,585,79,72,23,22,81,73,24,22,
2025-03-09 22:15:00,79,62,49,47,4143.0,2361.0,79,578,78,72,24,21,81,72,25,21,
2025-03-09 22:30:00,79,62,48,47,4141.0,2364.0,79,562,80,73,23,20,81,73,24,20,
2025-03-09 22:45:00,79,62,48,47,4142.0,2341.0,79,569,80,73,23,19,81,73,24,19,
2025-03-09 23:00:00,79,62,48,48,4142.0,2340.0,79,576,80,73,23,19,81,73,25,19,
2025-03-09 23:15:00,79,62,48,49,4143.0,2356.0,78,591,79,73,24,23,81,73,24,23,
2025-03-09 23:30:00,79,62,49,49,4145.0,2314.0,79,583,78,73,24,23,81,72,24,23,
2025-03-09 23:45:00,78,62,49,49,4143.0,2383.0,78,579,78,72,24,22,80,72,25,22,
2025-03-10 00:00:00,78,61,49,49,4139.0,2438.0,78,586,78,73,24,24,80,72,25,24,
2025-03-10 00:15:00,79,62,49,49,4144.0,2408.0,79,585,79,73,23,22,81,72,24,22,
2025-03-10 00:30:00,79,62,48,48,4139.0,2430.0,79,574,80,73,23,21,81,73,24,21,
2025-03-10 00:45:00,78,62,48,49,4149.0,2435.0,78,577,79,72,23,24,80,72,24,24,
2025-03-10 01:00:00,78,61,49,50,4137.0,2414.0,78,584,79,72,25,25,80,72,25,25,
2025-03-10 01:15:00,79,62,49,48,4144.0,2415.0,78,562,79,73,24,22,81,73,25,22,
2025-03-10 01:30:00,77,61,49,49,4140.0,2410.0,78,586,77,72,25,27,79,71,25,27,
2025-03-10 01:45:00,77,62,50,49,4140.0,2416.0,77,585,77,72,25,27,79,72,25,27,
2025-03-10 02:00:00,78,61,49,49,4146.0,2389.0,78,579,79,72,24,27,80,72,25,27,
2025-03-10 02:15:00,77,61,48,49,4143.0,2413.0,77,580,78,71,25,29,80,71,26,29,
2025-03-10 02:30:00,76,61,49,49,4147.0,2401.0,76,578,76,71,25,30,78,71,26,30,
2025-03-10 02:45:00,77,61,48,48,4142.0,2396.0,77,576,77,71,26,30,79,70,25,30,
2025-03-10 03:00:00,77,61,49,49,4141.0,2389.0,76,584,77,71,26,30,79,71,26,30,
2025-03-10 03:15:00,78,61,50,49,4136.0,2384.0,78,581,78,72,25,27,80,72,25,27,
2025-03-10 03:30:00,77,61,49,49,4149.0,2375.0,77,579,77,71,25,28,78,71,26,28,
2025-03-10 03:45:00,77,60,50,50,4140.0,2381.0,77,586,78,71,25,28,80,71,26,28,
2025-03-10 04:00:00,77,60,50,50,4142.0,2342.0,77,584,78,71,26,28,79,71,26,28,
2025-03-10 04:15:00,78,60,49,51,4143.0,2359.0,78,586,78,71,25,28,80,71,25,28,
2025-03-10 04:30:00,76,60,50,50,4142.0,2345.0,76,578,76,71,26,31,78,70,26,32,
2025-03-10 04:45:00,77,60,50,50,4131.0,2361.0,76,584,78,71,25,29,80,71,26,29,
2025-03-10 05:00:00,78,59,49,50,4145.0,2348.0,77,587,78,71,26,30,79,71,26,30,
2025-03-10 05:15:00,75,59,50,50,4140.0,2336.0,75,579,76,70,27,33,77,69,28,33,
2025-03-10 05:30:00,75,59,50,50,4144.0,2323.0,75,574,75,70,27,32,77,70,27,33,
2025-03-10 05:45:00,76,59,49,50,4142.0,2331.0,76,574,76,71,26,33,78,70,27,33,
2025-03-10 06:00:00,69,58,50,50,4134.0,2427.0,68,590,68,67,32,46,69,67,33,46,
2025-03-10 06:15:00,67,59,50,50,4138.0,2379.0,67,570,67,67,32,45,69,66,33,45,
2025-03-10 06:30:00,71,59,51,50,4132.0,2350.0,71,561,71,67,19,47,73,66,18,46,
2025-03-10 06:45:00,70,59,51,50,4132.0,2308.0,70,566,72,67,19,46,73,66,19,47,
2025-03-10 07:00:00,70,58,51,50,4134.0,2426.0,69,573,69,66,19,47,71,66,19,47,
2025-03-10 07:15:00,71,58,50,51,4135.0,2424.0,70,567,72,66,20,48,74,66,20,48,
2025-03-10 07:30:00,71,58,50,50,4135.0,2384.0,70,573,73,67,19,47,74,66,19,47,
2025-03-10 07:45:00,70,56,50,50,4145.0,2364.0,70,557,71,65,21,50,73,65,21,51,
2025-03-10 08:00:00,70,56,50,50,4145.0,2340.0,69,557,72,65,21,50,73,64,22,51,
2025-03-10 08:15:00,70,57,50,50,4139.0,2323.0,70,565,73,65,21,50,74,64,21,51,
2025-03-10 08:30:00,69,55,50,50,4150.0,2320.0,69,564,72,63,21,50,73,63,22,51,
2025-03-10 08:45:00,70,56,50,50,4145.0,2315.0,70,566,72,64,21,51,74,64,21,51,
2025-03-10 09:00:00,70,56,50,50,4137.0,2294.0,69,562,72,64,21,50,73,63,22,51,
2025-03-10 09:15:00,69,56,50,50,4146.0,2436.0,69,569,71,64,22,51,73,63,21,51,
2025-03-10 09:30:00,68,54,50,51,4141.0,2429.0,68,568,70,63,22,50,72,62,21,51,
2025-03-10 09:45:00,70,55,51,50,4138.0,2423.0,69,568,71,63,21,50,73,62,21,51,
2025-03-10 10:00:00,70,55,51,50,4144.0,2435.0,69,563,72,63,21,50,74,63,22,51,
2025-03-10 10:15:00,69,56,50,50,4146.0,2441.0,69,562,72,63,22,51,73,63,21,51,
2025-03-10 10:30:00,69,55,50,50,4138.0,2416.0,69,575,72,64,21,51,72,63,21,51,
2025-03-10 10:45:00,69,55,50,50,4142.0,2439.0,69,570,71,64,21,51,73,63,21,51,
2025-03-10 11:00:00,70,56,50,50,4140.0,2413.0,69,565,72,63,21,50,73,63,21,51,
2025-03-10 11:15:00,71,55,50,50,4140.0,2442.0,70,562,73,64,21,50,75,63,21,51,
2025-03-10 11:30:00,70,55,50,49,4140.0,2439.0,70,575,73,63,21,50,74,63,21,50,
2025-03-10 11:45:00,70,56,50,50,4146.0,2444.0,69,567,73,63,21,50,74,63,21,51,
2025-03-10 12:00:00,70,56,50,50,4161.0,2448.0,69,567,72,64,21,50,74,64,21,51,
2025-03-10 12:15:00,70,56,50,50,4147.0,2461.0,70,572,73,63,21,50,74,63,22,51,
2025-03-10 12:30:00,70,56,50,50,4150.0,2465.0,70,574,73,64,21,50,75,64,21,51,
2025-03-10 12:45:00,70,56,50,50,4134.0,2468.0,70,576,73,64,21,50,74,64,21,51,
2025-03-10 13:00:00,71,56,50,50,4136.0,2483.0,70,574,73,65,21,50,74,64,21,51,
2025-03-10 13:15:00,70,56,50,50,4137.0,2498.0,70,571,73,65,22,50,75,64,22,51,
2025-03-10 13:30:00,71,56,49,49,4136.0,2490.0,70,576,73,65,21,50,74,64,21,51,
2025-03-10 13:45:00,70,57,50,50,4141.0,2495.0,70,576,72,64,21,51,74,64,21,51,
2025-03-10 14:00:00,70,56,50,50,4133.0,2497.0,70,578,73,65,21,51,75,64,21,51,
2025-03-10 14:15:00,71,57,50,50,4132.0,2489.0,70,575,73,65,22,50,74,64,21,51,
2025-03-10 14:30:00,71,57,51,50,4135.0,2507.0,70,577,73,65,21,50,75,64,21,51,
2025-03-10 14:45:00,71,57,50,50,4137.0,2509.0,70,573,73,65,21,50,74,64,21,51,
2025-03-10 15:00:00,70,57,50,50,4137.0,2515.0,70,569,72,65,21,50,73,64,21,51,
2025-03-10 15:15:00,71,57,50,50,4136.0,2504.0,70,570,73,65,21,50,74,65,21,51,
2025-03-10 15:30:00,71,57,50,50,4129.0,2510.0,70,572,74,65,21,51,75,65,21,51,
2025-03-10 15:45:00,70,57,50,50,4133.0,2479.0,70,575,72,65,21,50,74,65,21,51,
2025-03-10 16:00:00,70,57,51,50,4136.0,2485.0,70,577,73,65,21,50,74,65,21,51,
2025-03-10 16:15:00,71,57,51,51,4138.0,2481.0,71,577,73,65,21,50,75,64,22,51,
2025-03-10 16:30:00,71,57,50,50,4139.0,2468.0,71,577,74,65,22,50,75,65,21,51,
2025-03-10 16:45:00,71,56,50,50,4141.0,2469.0,70,579,73,65,21,50,75,64,21,51,
2025-03-10 17:00:00,70,56,50,50,4139.0,2480.0,70,579,73,64,21,51,75,64,21,51,
2025-03-10 17:15:00,71,56,50,49,4136.0,2485.0,71,581,73,65,21,50,74,64,21,51,
2025-03-10 17:30:00,70,56,50,50,4139.0,2492.0,70,574,73,65,21,50,75,64,21,51,
2025-03-10 17:45:00,71,57,50,50,4136.0,2482.0,71,577,73,65,21,50,75,64,22,51,
2025-03-10 18:00:00,71,57,50,50,4162.0,2479.0,70,576,73,65,22,50,75,64,21,50,
2025-03-10 18:15:00,70,57,50,50,4137.0,2481.0,70,577,73,65,21,51,75,64,21,51,
2025-03-10 18:30:00,70,57,50,50,4138.0,2481.0,70,578,73,65,22,51,75,64,21,51,
2025-03-10 18:45:00,70,57,50,50,4140.0,2473.0,70,556,73,65,21,50,75,64,21,51,
2025-03-10 19:00:00,71,57,50,50,4144.0,2470.0,70,586,73,66,21,50,75,65,22,51,
2025-03-10 19:15:00,71,57,50,50,4137.0,2480.0,71,568,73,65,21,50,74,65,21,51,
2025-03-10 19:30:00,71,57,50,50,4148.0,2485.0,70,569,72,65,21,50,74,65,21,51,
2025-03-10 19:45:00,71,57,50,50,4131.0,2482.0,70,572,72,65,21,50,73,64,21,51,
2025-03-10 20:00:00,70,57,50,50,4138.0,2485.0,70,573,73,65,21,50,74,65,21,51,
2025-03-10 20:15:00,71,58,50,50,4139.0,2496.0,70,576,73,65,21,51,74,65,21,51,
2025-03-10 20:30:00,70,57,50,50,4135.0,2481.0,70,576,72,65,21,51,74,65,21,50,
2025-03-10 20:45:00,71,57,50,50,4146.0,2491.0,70,581,73,65,21,50,74,65,21,50,
2025-03-10 21:00:00,71,58,50,50,4135.0,2487.0,71,573,72,65,22,51,74,65,21,51,
2025-03-10 21:15:00,71,58,51,50,4144.0,2492.0,71,575,73,65,21,50,74,65,21,51,
2025-03-10 21:30:00,71,58,50,50,4136.0,2500.0,70,581,73,66,21,51,74,65,22,51,
2025-03-10 21:45:00,71,58,51,50,4149.0,2496.0,70,577,73,66,21,50,75,65,21,51,
2025-03-10 22:00:00,71,58,49,50,4138.0,2500.0,71,582,73,66,21,50,74,65,22,51,
2025-03-10 22:15:00,71,58,50,50,4141.0,2490.0,71,580,73,66,21,50,74,65,21,51,
2025-03-10 22:30:00,71,58,50,50,4134.0,2490.0,71,583,73,66,21,50,75,65,21,50,
2025-03-10 22:45:00,71,58,50,50,4152.0,2493.0,70,580,73,66,21,50,74,65,21,51,
2025-03-10 23:00:00,71,58,50,50,4159.0,2487.0,71,582,73,66,21,50,75,65,21,51,
2025-03-10 23:15:00,71,58,50,50,4134.0,2509.0,71,585,73,66,21,50,74,66,21,50,
2025-03-10 23:30:00,71,58,50,50,4143.0,2492.0,71,580,73,66,21,50,75,65,21,51,
2025-03-10 23:45:00,71,57,50,50,4142.0,2506.0,71,582,73,66,21,49,75,66,21,49,
2025-03-11 00:00:00,71,57,50,50,4149.0,2509.0,70,586,73,66,21,50,74,65,22,50,
2025-03-11 00:15:00,71,58,50,50,4141.0,2504.0,71,584,74,66,21,50,75,65,21,50,
2025-03-11 00:30:00,71,58,50,50,4143.0,2520.0,70,583,73,66,21,50,75,65,21,50,
2025-03-11 00:45:00,71,58,51,50,4168.0,2504.0,71,579,72,66,21,50,74,65,21,50,
2025-03-11 01:00:00,71,58,50,50,4139.0,2500.0,71,582,73,66,21,50,75,66,21,50,
2025-03-11 01:15:00,71,58,50,50,4148.0,2499.0,71,581,73,66,21,50,75,65,21,51,
2025-03-11 01:30:00,71,58,50,50,4141.0,2511.0,70,583,72,66,21,50,74,65,21,51,
2025-03-11 01:45:00,71,57,50,50,4141.0,2496.0,70,583,72,66,21,50,74,65,21,51,
2025-03-11 02:00:00,71,57,51,50,4145.0,2502.0,70,584,72,65,21,50,74,65,21,51,
2025-03-11 02:15:00,71,57,51,50,4138.0,2480.0,71,580,73,66,21,50,75,65,21,50,
2025-03-11 02:30:00,70,58,50,50,4149.0,2488.0,70,578,72,65,21,50,74,65,21,50,
2025-03-11 02:45:00,71,58,50,50,4145.0,2491.0,71,578,73,66,21,50,75,66,21,51,
2025-03-11 03:00:00,71,57,50,49,4149.0,2490.0,71,580,73,66,21,50,75,66,21,50,
2025-03-11 03:15:00,71,58,50,50,4142.0,2496.0,71,579,73,66,21,50,74,65,21,51,
2025-03-11 03:30:00,71,58,51,50,4146.0,2488.0,71,581,73,66,21,50,74,66,21,50,
2025-03-11 03:45:00,71,58,50,50,4135.0,2493.0,71,579,73,66,21,50,75,65,21,51,
2025-03-11 04:00:00,71,57,50,50,4142.0,2478.0,70,578,72,65,21,50,74,65,21,50,
2025-03-11 04:15:00,71,57,51,50,4136.0,2475.0,71,589,74,66,21,50,75,65,21,51,
2025-03-11 04:30:00,70,57,50,50,4139.0,2479.0,70,587,72,65,21,50,73,64,21,51,
2025-03-11 04:45:00,70,56,51,50,4146.0,2468.0,69,587,72,65,22,50,73,65,21,51,
2025-03-11 05:00:00,70,57,50,50,4134.0,2460.0,69,587,72,65,21,50,74,64,21,51,
2025-03-11 05:15:00,70,56,50,50,4145.0,2450.0,70,585,72,65,21,50,74,65,21,51,
2025-03-11 05:30:00,70,56,50,49,4137.0,2449.0,70,582,72,65,21,50,74,65,21,51,
2025-03-11 05:45:00,70,56,50,50,4140.0,2442.0,69,586,72,65,21,50,75,64,21,51,
2025-03-11 06:00:00,70,56,51,50,4134.0,2423.0,69,585,72,65,21,51,74,64,21,51,
2025-03-11 06:15:00,70,55,50,50,4134.0,2411.0,69,586,72,65,21,50,74,64,21,51,
2025-03-11 06:30:00,70,56,50,50,4134.0,2394.0,70,580,72,64,21,51,74,64,21,51,
2025-03-11 06:45:00,69,55,50,49,4160.0,2381.0,69,585,72,64,22,50,74,64,21,51,
2025-03-11 07:00:00,69,56,49,50,4141.0,2365.0,69,589,72,64,21,50,73,64,21,51,
2025-03-11 07:15:00,68,54,50,50,4142.0,2327.0,68,585,71,63,21,50,73,62,21,51,
2025-03-11 07:30:00,68,54,50,50,4143.0,2341.0,68,581,71,62,21,50,73,61,21,51,
2025-03-11 07:45:00,68,53,50,50,4142.0,2321.0,67,583,70,62,21,50,72,61,22,51,
2025-03-11 08:00:00,68,54,50,50,4135.0,2312.0,67,580,70,62,21,51,72,62,22,51,
2025-03-11 08:15:00,68,54,50,50,4143.0,2307.0,67,586,70,62,21,50,72,62,21,50,
2025-03-11 08:30:00,68,54,50,50,4140.0,2311.0,68,578,71,62,21,51,72,62,21,51,
2025-03-11 08:45:00,68,54,50,50,4140.0,2415.0,68,580,71,62,21,51,72,61,21,50,
2025-03-11 09:00:00,68,53,50,50,4138.0,2417.0,68,577,70,62,21,51,72,61,21,51,
2025-03-11 09:15:00,67,53,51,50,4133.0,2412.0,67,583,71,61,21,50,73,61,22,51,
2025-03-11 09:30:00,68,53,50,49,4137.0,2414.0,68,583,71,61,21,50,73,62,21,51,
2025-03-11 09:45:00,68,53,50,50,4135.0,2406.0,68,586,71,62,21,50,73,61,21,51,
2025-03-11 10:00:00,68,53,50,50,4134.0,2407.0,68,583,71,62,21,50,72,61,21,50,
2025-03-11 10:15:00,68,53,50,50,4140.0,2394.0,68,585,71,62,21,50,73,61,21,51,
2025-03-11 10:30:00,68,53,50,50,4138.0,2405.0,68,576,72,62,21,50,73,61,21,51,
2025-03-11 10:45:00,69,53,51,50,4138.0,2390.0,68,577,71,62,21,50,73,61,21,51,
2025-03-11 11:00:00,68,53,50,50,4139.0,2395.0,68,576,71,61,21,50,73,60,21,51,
2025-03-11 11:15:00,68,52,50,50,4138.0,2388.0,67,572,71,62,21,50,73,60,21,50,
2025-03-11 11:30:00,68,53,50,50,4150.0,2392.0,68,583,71,62,21,50,73,61,21,51,
2025-03-11 11:45:00,68,53,50,50,4137.0,2390.0,67,586,71,62,21,51,73,61,21,51,
2025-03-11 12:00:00,67,53,50,50,4187.0,2375.0,67,578,70,61,21,51,72,61,21,51,
2025-03-11 12:15:00,68,52,51,50,4138.0,2369.0,67,582,70,61,21,50,72,61,21,51,
2025-03-11 12:30:00,68,52,50,50,4134.0,2376.0,67,580,71,61,21,50,73,61,21,51,
2025-03-11 12:45:00,67,52,51,50,4136.0,2366.0,66,582,70,61,21,50,73,60,21,51,
2025-03-11 13:00:00,67,53,50,50,4132.0,2377.0,67,576,70,61,21,50,72,60,21,51,
2025-03-11 13:15:00,67,52,50,50,4145.0,2379.0,67,573,70,61,21,51,72,61,21,50,
2025-03-11 13:30:00,68,53,49,50,4140.0,2361.0,68,574,72,62,21,50,73,61,21,51,
2025-03-11 13:45:00,68,52,50,50,4132.0,2383.0,67,581,71,61,21,50,73,61,21,51,
2025-03-11 14:00:00,68,52,50,49,4140.0,2368.0,67,581,71,61,21,50,73,60,21,51,
2025-03-11 14:15:00,68,52,50,50,4134.0,2372.0,67,582,71,60,21,51,73,60,21,51,
2025-03-11 14:30:00,68,52,50,50,4142.0,2362.0,68,574,71,61,21,50,73,60,21,51,
2025-03-11 14:45:00,68,52,50,50,4134.0,2382.0,67,579,71,61,21,50,73,60,21,51,
2025-03-11 15:00:00,68,53,50,50,4136.0,2356.0,67,577,71,62,21,50,73,61,21,51,
2025-03-11 15:15:00,68,52,50,50,4144.0,2361.0,67,580,71,61,21,50,73,60,21,51,
2025-03-11 15:30:00,68,53,50,50,4137.0,2370.0,67,579,71,61,21,51,74,60,21,51,
2025-03-11 15:45:00,67,52,51,50,4143.0,2365.0,67,580,71,61,21,50,72,60,21,51,
2025-03-11 16:00:00,68,53,50,50,4142.0,2364.0,67,579,71,62,21,50,73,60,21,51,
2025-03-11 16:15:00,68,53,50,50,4134.0,2367.0,68,582,71,61,21,50,73,61,21,51,
2025-03-11 16:30:00,68,53,50,50,4134.0,2370.0,67,583,71,62,21,50,73,61,21,51,
2025-03-11 16:45:00,68,53,50,50,4141.0,2383.0,68,582,71,62,21,50,73,60,21,51,
2025-03-11 17:00:00,68,53,51,50,4132.0,2371.0,68,587,72,62,21,50,73,60,21,51,
2025-03-11 17:15:00,68,53,50,50,4149.0,2379.0,67,580,71,61,21,50,73,60,21,51,
2025-03-11 17:30:00,69,53,50,50,4134.0,2393.0,68,579,71,61,21,51,73,61,21,51,
2025-03-11 17:45:00,69,53,51,50,4134.0,2389.0,68,584,71,62,21,50,73,61,21,51,
2025-03-11 18:00:00,69,54,50,50,4141.0,2411.0,68,585,72,62,21,50,73,61,21,51,
2025-03-11 18:15:00,69,53,51,50,4142.0,2400.0,68,586,72,63,21,50,73,62,21,51,
2025-03-11 18:30:00,68,53,50,50,4142.0,2410.0,68,584,70,62,21,50,73,62,21,51,
2025-03-11 18:45:00,69,54,50,50,4139.0,2411.0,68,582,71,62,21,50,74,61,21,51,
2025-03-11 19:00:00,69,54,50,50,4136.0,2411.0,68,582,71,63,21,51,73,62,22,51,
2025-03-11 19:15:00,68,54,50,50,4152.0,2418.0,68,583,71,62,21,51,73,62,21,51,
2025-03-11 19:30:00,69,54,51,50,4140.0,2427.0,68,581,71,63,21,50,73,62,21,51,
2025-03-11 19:45:00,69,55,50,50,4136.0,2417.0,68,587,71,63,21,50,73,62,21,51,
2025-03-11 20:00:00,68,54,50,50,4137.0,2419.0,68,586,71,63,21,50,73,62,21,51,
2025-03-11 20:15:00,68,54,50,50,4150.0,2405.0,68,587,71,62,21,50,73,62,21,51,
2025-03-11 20:30:00,69,54,51,50,4135.0,2416.0,68,584,71,63,21,51,73,63,21,51,
2025-03-11 20:45:00,69,55,50,50,4149.0,2403.0,68,586,71,63,21,50,73,62,21,51,
2025-03-11 21:00:00,68,54,50,50,4139.0,2416.0,68,585,71,62,21,50,73,62,21,51,
2025-03-11 21:15:00,68,54,50,50,4178.0,2419.0,68,588,71,62,21,51,74,62,21,51,
2025-03-11 21:30:00,70,54,50,50,4141.0,2412.0,69,583,71,62,21,50,73,63,22,51,
2025-03-11 21:45:00,69,54,50,50,4140.0,2419.0,68,582,71,63,21,50,73,62,21,51,
2025-03-11 22:00:00,69,54,50,50,4145.0,2411.0,68,585,71,63,21,50,73,62,21,51,
2025-03-11 22:15:00,69,54,51,50,4134.0,2411.0,68,587,71,63,21,50,72,62,21,51,
2025-03-11 22:30:00,69,55,50,50,4136.0,2421.0,68,580,71,63,21,51,73,63,21,51,
2025-03-11 22:45:00,68,54,50,50,4137.0,2403.0,68,582,71,63,21,50,72,63,21,51,
2025-03-11 23:00:00,68,54,50,50,4149.0,2390.0,68,582,70,62,21,50,72,62,21,51,
2025-03-11 23:15:00,68,53,50,50,4138.0,2396.0,68,585,70,62,21,50,72,61,22,51,
2025-03-11 23:30:00,68,53,50,50,4142.0,2388.0,68,581,70,63,21,50,72,62,21,51,
2025-03-11 23:45:00,68,53,50,50,4145.0,2391.0,68,580,70,62,21,50,72,62,21,51,
2025-03-12 00:00:00,68,54,50,50,4137.0,2384.0,67,586,70,62,21,50,72,62,20,51,
2025-03-12 00:15:00,67,53,50,49,4141.0,2375.0,67,584,70,62,21,50,72,61,21,51,
2025-03-12 00:30:00,68,53,50,50,4141.0,2381.0,67,575,70,62,21,50,72,61,21,51,
2025-03-12 00:45:00,68,53,50,49,4134.0,2364.0,67,569,70,62,21,50,72,62,21,51,
2025-03-12 01:00:00,67,53,50,49,4142.0,2359.0,67,581,69,62,21,50,72,61,21,51,
2025-03-12 01:15:00,67,53,50,50,4139.0,2362.0,67,583,69,62,21,51,71,61,21,51,
2025-03-12 01:30:00,68,53,50,50,4140.0,2362.0,68,578,71,62,21,51,72,61,21,51,
2025-03-12 01:45:00,66,53,50,50,4135.0,2349.0,66,587,68,62,21,51,71,61,21,51,
2025-03-12 02:00:00,68,53,50,50,4137.0,2355.0,68,576,71,62,21,50,73,61,21,51,
2025-03-12 02:15:00,67,53,50,50,4139.0,2348.0,67,567,69,61,21,50,71,61,21,51,
2025-03-12 02:30:00,67,53,50,50,4146.0,2340.0,67,590,70,62,21,51,72,61,21,51,
2025-03-12 02:45:00,66,52,50,50,4134.0,2335.0,65,588,68,61,21,50,70,61,21,51,
2025-03-12 03:00:00,66,52,50,50,4148.0,2346.0,66,588,69,61,21,51,71,60,21,51,
2025-03-12 03:15:00,66,52,50,50,4140.0,2321.0,66,588,68,61,21,50,70,60,21,51,
2025-03-12 03:30:00,66,52,50,50,4134.0,2302.0,66,580,68,61,21,51,70,61,21,51,
2025-03-12 03:45:00,65,51,50,50,4143.0,2323.0,65,583,68,61,21,50,70,60,22,51,
2025-03-12 04:00:00,65,51,51,50,4137.0,2302.0,65,584,67,61,21,50,69,60,21,51,
2025-03-12 04:15:00,65,51,50,50,4144.0,2429.0,65,581,68,60,21,50,69,60,21,51,
2025-03-12 04:30:00,65,52,50,50,4136.0,2421.0,64,574,67,60,21,50,69,59,21,51,
2025-03-12 04:45:00,64,52,50,50,4142.0,2401.0,63,562,65,60,21,50,67,59,21,51,
