Record;Date;UTC Time;Tc_RU;Tf_RU;Hz1_RU;Hz2_RU;Pc_RU;Pf_RU;Tc_HX1_RU;Tc_HX2_RU;Tc_HX1_CIN;Tf_HX1_CIN;Q_HX1_CIN;Hz_HX1_CIN;Tc_HX2_CIN;Tf_HX2_CIN;Q_HX2_CIN;Hz_HX2_CIN
11501;07-02-25;06:15:00;75;65;45;45;4149;2263;76;632;75;73;23;16;77;73;23;16
11502;07-02-25;06:30:00;76;66;45;44;4153;2259;76;630;75;74;22;16;77;74;23;16
11503;07-02-25;06:45:00;75;65;45;45;4112;2260;76;630;75;74;23;15;77;73;23;15
11504;07-02-25;07:00:00;77;65;44;43;4116;2267;77;631;76;74;22;13;77;73;23;13
11505;07-02-25;07:15:00;76;65;45;44;4135;2268;77;636;76;74;22;14;78;74;23;14
11506;07-02-25;07:30:00;77;66;45;44;4108;2262;77;634;77;74;22;13;78;74;23;13
11507;07-02-25;07:45:00;77;66;45;45;4128;2285;77;631;77;74;22;12;78;74;23;12
11508;07-02-25;08:00:00;77;66;44;44;4081;2292;78;628;78;75;22;11;79;74;23;12
11509;07-02-25;08:15:00;78;66;43;44;4037;2300;78;623;78;74;22;12;79;75;23;12
11510;07-02-25;08:30:00;78;67;44;44;4091;2305;78;627;78;74;22;11;79;74;22;11
11511;07-02-25;08:45:00;78;66;45;44;4132;2319;78;627;78;74;22;12;80;74;22;12
11512;07-02-25;09:00:00;78;66;44;43;4028;2343;78;630;78;74;22;12;79;74;23;12
11513;07-02-25;09:15:00;78;66;44;44;4107;2335;78;633;78;74;22;12;80;74;23;13
11514;07-02-25;09:30:00;79;66;44;44;4094;2350;79;635;79;75;22;11;80;75;23;11
11515;07-02-25;09:45:00;79;67;43;44;4133;2373;79;633;79;75;22;11;81;75;22;11
11516;07-02-25;10:00:00;80;67;44;44;4139;2372;79;634;80;75;22;11;80;75;23;11
11517;07-02-25;10:15:00;79;66;45;45;4283;2394;80;634;79;74;22;11;81;75;22;11
11518;07-02-25;10:30:00;79;66;44;44;4163;2410;79;633;79;75;22;11;80;75;23;11
11519;07-02-25;10:45:00;80;67;44;44;4223;2415;81;629;80;75;22;11;82;76;23;11
11520;07-02-25;11:00:00;80;67;44;43;4167;2444;80;627;80;75;22;11;80;76;23;11
11521;07-02-25;11:15:00;80;68;43;43;4142;2462;80;631;80;77;22;11;81;77;23;11
11522;07-02-25;11:30:00;81;69;42;42;4069;2465;81;638;81;77;22;11;82;77;23;11
11523;07-02-25;11:45:00;80;68;42;41;4075;2468;81;643;81;77;22;11;82;77;22;11
11524;07-02-25;12:00:00;81;69;42;42;4060;2461;82;643;81;77;22;11;82;78;23;11
11525;07-02-25;12:15:00;79;68;43;43;4162;2479;78;629;77;74;22;12;76;74;23;12
11526;07-02-25;12:30:00;70;68;43;43;4106;2453;71;625;70;73;24;21;70;72;24;21
11527;07-02-25;12:45:00;73;68;42;41;4065;2426;73;628;72;74;22;16;72;73;23;16
11528;07-02-25;13:00:00;72;68;43;42;4045;2405;73;638;72;74;23;16;74;73;24;16
11529;07-02-25;13:15:00;79;69;41;41;3961;2409;79;636;79;77;22;11;80;77;22;11
11530;07-02-25;13:30:00;79;69;41;41;3916;2403;80;642;79;77;22;11;80;77;22;11
