Record,Date,UTC Time,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN
      1501,07/24/2025,11:15:00,         76,         64,         46,         46,       4348,       2449,         75,        616,         76,         72,         15,         23,         77,         71,         16,         23
      1502,07/24/2025,11:30:00,         75,         65,         46,         44,       4310,       2458,         75,        618,         75,         72,         15,         23,         77,         71,         15,         23
      1503,07/24/2025,11:45:00,         76,         65,         46,         46,       4334,       2436,         75,        615,         76,         72,         15,         21,         78,         72,         15,         22
      1504,07/24/2025,12:00:00,         76,         65,         45,         45,       4321,       2446,         76,        611,         77,         72,         15,         20,         77,         72,         15,         20
      1505,07/24/2025,12:15:00,         77,         64,         46,         46,       4403,       2434,         76,        614,         77,         72,         15,         22,         79,         71,         15,         22
      1506,07/24/2025,12:30:00,         77,         65,         45,         46,       4404,       2470,         76,        611,         77,         72,         15,         21,         78,         72,         15,         21
      1507,07/24/2025,12:45:00,         76,         65,         46,         46,       4380,       2457,         77,        614,         76,         72,         15,         23,         79,         71,         15,         23
      1508,07/24/2025,13:00:00,         76,         64,         46,         45,       4379,       2454,         75,        616,         76,         72,         15,         23,         78,         71,         15,         24
      1509,07/24/2025,13:15:00,         76,         63,         47,         47,       4465,       2446,         75,        615,         76,         71,         16,         25,         78,         71,         16,         25
      1510,07/24/2025,13:30:00,         76,         65,         46,         46,       4375,       2431,         75,        615,         76,         73,         14,         19,         78,         72,         15,         20
      1511,07/24/2025,13:45:00,         77,         65,         46,         45,       4330,       2456,         76,        617,         76,         73,         14,         19,         78,         72,         14,         19
      1512,07/24/2025,14:00:00,         77,         65,         46,         45,       4347,       2452,         77,        618,         76,         73,         14,         18,         78,         72,         14,         18
      1513,07/24/2025,14:15:00,         76,         65,         45,         45,       4329,       2441,         77,        612,         76,         73,         14,         18,         78,         72,         14,         18
