Record;Date;UTC Time;Tc_RU;Tf_RU;Hz1_RU;Hz2_RU;Pc_RU;Pf_RU;Tc_HX1_RU;Tc_HX2_RU;Tc_HX1_CIN;Tf_HX1_CIN;Q_HX1_CIN;Hz_HX1_CIN;Tc_HX2_CIN;Tf_HX2_CIN;Q_HX2_CIN;Hz_HX2_CIN
4001;04/15/2025;03:15:00;74;61;49;49;4551;2348;75;81;75;71;23;27;76;70;24;27
4002;04/15/2025;03:30:00;76;62;48;48;4454;2338;75;82;76;71;23;26;77;70;23;27
4003;04/15/2025;03:45:00;74;61;49;49;4456;2331;74;80;73;70;23;30;75;70;24;30
4004;04/15/2025;04:00:00;73;61;49;48;4418;2323;73;79;73;70;24;31;74;69;24;31
4005;04/15/2025;04:15:00;73;61;50;50;4446;2305;73;80;74;70;24;31;75;69;24;31
4006;04/15/2025;04:30:00;74;61;49;48;4412;2291;74;81;74;70;23;30;76;70;25;30
4007;04/15/2025;04:45:00;74;61;49;49;4418;2308;73;80;74;70;24;31;76;70;25;31
4008;04/15/2025;05:00:00;73;61;50;49;4498;2264;73;79;73;69;24;32;75;69;25;33
4009;04/15/2025;05:15:00;73;60;51;50;4713;2415;73;79;73;69;25;34;75;69;25;34
4010;04/15/2025;05:30:00;74;60;50;50;4668;2410;74;80;74;69;25;32;76;69;25;32
4011;04/15/2025;05:45:00;73;59;50;50;4695;2408;73;79;73;68;26;35;75;68;26;35
4012;04/15/2025;06:00:00;73;60;51;50;4666;2406;73;80;73;69;25;33;76;69;25;33
4013;04/15/2025;06:15:00;74;60;50;50;4667;2406;74;81;75;70;24;30;76;70;25;30
4014;04/15/2025;06:30:00;73;60;49;50;4671;2404;73;79;74;69;25;34;75;69;25;34
4015;04/15/2025;06:45:00;75;60;50;50;4674;2379;75;82;76;70;24;30;77;69;24;31
4016;04/15/2025;07:00:00;75;60;51;50;4694;2405;74;81;75;69;24;31;76;69;25;32
4017;04/15/2025;07:15:00;74;60;50;50;4698;2402;74;80;74;69;24;33;75;69;25;33
4018;04/15/2025;07:30:00;74;59;50;50;4665;2413;74;80;74;68;25;35;75;69;26;35
4019;04/15/2025;07:45:00;74;59;50;50;4698;2390;74;80;74;69;25;35;75;68;26;35
4020;04/15/2025;08:00:00;73;59;50;50;4688;2407;74;81;75;68;25;36;76;68;26;36
4021;04/15/2025;08:15:00;74;60;50;50;4676;2390;73;81;74;68;25;36;76;68;26;37
4022;04/15/2025;08:30:00;73;60;50;50;4701;2399;74;80;73;68;26;36;75;68;26;36
4023;04/15/2025;08:45:00;74;60;50;50;4617;2408;73;80;74;69;25;33;75;68;26;33
4024;04/15/2025;09:00:00;74;60;50;50;4589;2395;74;81;75;69;25;32;77;69;25;32
4025;04/15/2025;09:15:00;74;61;50;50;4610;2417;74;81;75;69;25;33;76;68;26;34
4026;04/15/2025;09:30:00;73;61;49;49;4578;2415;73;80;74;69;25;34;75;69;25;34
4027;04/15/2025;09:45:00;73;60;50;49;4658;2406;73;80;74;68;25;36;75;68;26;36
4028;04/15/2025;10:00:00;74;60;50;50;4692;2423;73;80;74;68;26;36;75;68;27;36
4029;04/15/2025;10:15:00;73;59;50;50;4717;2405;73;80;73;68;25;35;75;68;26;35
4030;04/15/2025;10:30:00;73;59;50;50;4710;2404;74;80;73;69;25;35;74;68;26;35
4031;04/15/2025;10:45:00;74;60;51;50;4698;2406;74;81;74;69;25;35;75;68;26;35
4032;04/15/2025;11:00:00;75;61;50;49;4644;2408;74;80;74;69;25;33;75;68;25;33
4033;04/15/2025;11:15:00;74;61;49;50;4671;2400;74;80;74;69;25;32;76;69;25;32
4034;04/15/2025;11:30:00;74;60;49;50;4664;2419;73;80;74;69;25;33;75;69;25;33
4035;04/15/2025;11:45:00;75;61;49;49;4613;2406;74;81;75;69;24;32;77;69;25;32
4036;04/15/2025;12:00:00;74;60;50;50;4644;2411;74;80;75;69;25;33;76;69;26;33
4037;04/15/2025;12:15:00;74;60;50;50;4702;2423;74;81;75;69;25;31;77;69;25;31
4038;04/15/2025;12:30:00;76;61;50;50;4684;2427;75;82;76;69;24;32;77;69;24;32
4039;04/15/2025;12:45:00;74;60;49;50;4664;2434;74;81;75;69;25;33;75;69;25;33
4040;04/15/2025;13:00:00;73;60;50;50;4711;2439;74;80;75;69;26;34;75;68;26;34
4041;04/15/2025;13:15:00;74;61;49;49;4600;2457;74;80;75;69;25;33;76;69;25;33
4042;04/15/2025;13:30:00;76;61;50;49;4632;2468;76;82;76;69;24;32;78;69;24;32
4043;04/15/2025;13:45:00;75;61;49;48;4643;2490;75;82;76;69;24;30;78;69;24;30
4044;04/15/2025;14:00:00;75;62;49;49;4664;2484;75;81;75;71;24;29;77;71;24;29
4045;04/15/2025;14:15:00;75;61;49;49;4705;2501;75;81;76;70;23;29;77;70;24;29
4046;04/15/2025;14:30:00;77;62;49;49;4673;2486;76;82;77;71;23;26;78;71;23;26
4047;04/15/2025;14:45:00;76;61;50;48;4739;2516;76;82;76;70;23;27;77;70;23;28
4048;04/15/2025;15:00:00;75;61;49;49;4703;2520;76;81;75;71;23;28;77;70;24;28
4049;04/15/2025;15:15:00;75;62;48;48;4622;2549;75;81;76;71;22;26;77;71;23;26
4050;04/15/2025;15:30:00;77;62;48;48;4668;2536;77;83;78;72;22;23;79;71;23;23
4051;04/15/2025;15:45:00;77;63;46;48;4684;2554;76;83;77;72;22;22;78;72;22;22
4052;04/15/2025;16:00:00;76;63;48;48;4656;2560;76;82;76;71;22;26;77;71;23;27
4053;04/15/2025;16:15:00;77;63;47;47;4516;2448;76;82;76;72;21;21;78;72;23;22
4054;04/15/2025;16:30:00;77;64;47;47;4488;2451;77;82;77;72;21;21;78;72;22;21
4055;04/15/2025;16:45:00;78;63;48;46;4476;2451;78;83;78;72;22;22;80;71;22;22
4056;04/15/2025;17:00:00;77;63;46;46;4431;2466;76;82;77;72;21;21;78;72;22;21
4057;04/15/2025;17:15:00;77;64;47;46;4434;2484;76;83;77;72;21;21;78;72;22;22
4058;04/15/2025;17:30:00;76;64;46;47;4448;2464;76;82;76;72;22;22;77;71;22;22
4059;04/15/2025;17:45:00;77;63;48;48;4468;2443;77;83;77;72;22;23;79;72;22;23
4060;04/15/2025;18:00:00;77;64;47;47;4452;2422;77;83;78;72;21;20;78;72;22;20
4061;04/15/2025;18:15:00;75;64;46;46;4375;2433;76;81;75;72;21;21;77;72;22;21
4062;04/15/2025;18:30:00;76;65;45;45;4208;2426;76;81;76;73;21;20;77;72;22;20
4063;04/15/2025;18:45:00;75;64;47;47;4387;2392;75;81;76;72;22;22;77;72;22;22
4064;04/15/2025;19:00:00;76;63;48;47;4400;2392;75;81;76;70;22;28;77;70;23;28
4065;04/15/2025;19:15:00;76;62;48;48;4499;2389;76;82;76;71;23;26;78;71;23;26
4066;04/15/2025;19:30:00;77;63;48;47;4447;2412;76;82;76;71;23;24;78;71;23;24
4067;04/15/2025;19:45:00;76;62;48;48;4472;2389;76;82;77;72;22;25;78;70;23;25
4068;04/15/2025;20:00:00;78;63;48;47;4503;2405;77;83;78;72;22;22;79;72;22;22
4069;04/15/2025;20:15:00;77;63;48;47;4493;2404;77;83;78;72;22;22;79;72;22;22
4070;04/15/2025;20:30:00;78;63;47;48;4543;2397;77;83;78;71;22;22;79;71;23;22
4071;04/15/2025;20:45:00;77;63;48;48;4487;2408;76;83;77;72;22;23;79;71;22;23
4072;04/15/2025;21:00:00;78;62;48;48;4518;2414;77;83;77;71;22;22;79;71;22;22
4073;04/15/2025;21:15:00;77;63;47;47;4496;2396;77;83;77;72;22;22;78;72;22;22
4074;04/15/2025;21:30:00;77;62;48;48;4494;2404;77;82;77;72;22;25;78;71;23;25
4075;04/15/2025;21:45:00;78;63;48;48;4485;2413;77;83;78;72;22;24;79;71;23;24
4076;04/15/2025;22:00:00;78;63;48;47;4453;2409;78;84;78;72;22;22;80;71;22;22
4077;04/15/2025;22:15:00;78;62;48;47;4505;2401;77;84;77;72;21;21;80;72;22;21
4078;04/15/2025;22:30:00;78;63;48;48;4490;2438;78;84;78;73;22;20;80;72;22;20
4079;04/15/2025;22:45:00;78;63;47;46;4407;2428;78;84;78;72;21;20;80;72;22;20
4080;04/15/2025;23:00:00;78;63;47;48;4487;2423;77;84;78;73;21;19;79;72;22;19
4081;04/15/2025;23:15:00;77;62;48;48;4557;2427;77;83;78;70;22;24;79;72;23;24
4082;04/15/2025;23:30:00;78;63;48;48;4506;2427;77;84;78;72;22;21;79;71;22;21
4083;04/15/2025;23:45:00;77;62;48;48;4497;2408;77;83;77;72;22;21;79;72;22;21
4084;04/16/2025;00:00:00;77;62;48;48;4507;2414;77;83;77;73;21;21;79;72;22;21
4085;04/16/2025;00:15:00;78;63;48;48;4535;2390;78;84;77;73;22;20;79;72;22;20
4086;04/16/2025;00:30:00;78;62;48;48;4492;2409;78;84;78;73;21;19;80;72;22;19
4087;04/16/2025;00:45:00;78;62;49;49;4570;2393;77;83;77;71;22;22;79;72;23;23
4088;04/16/2025;01:00:00;77;61;48;48;4506;2403;77;83;78;72;22;20;79;72;22;20
4089;04/16/2025;01:15:00;77;63;48;47;4473;2404;77;83;77;72;22;20;79;72;22;20
4090;04/16/2025;01:30:00;76;62;48;48;4454;2408;75;82;76;71;22;25;77;70;23;25
4091;04/16/2025;01:45:00;75;62;47;47;4373;2379;74;81;75;71;23;24;76;71;23;24
4092;04/16/2025;02:00:00;76;63;47;47;4390;2389;75;81;77;71;22;23;78;71;23;23
4093;04/16/2025;02:15:00;77;63;48;48;4462;2397;76;82;77;72;22;23;78;71;23;24
4094;04/16/2025;02:30:00;76;62;48;48;4489;2379;76;82;76;72;22;23;77;71;23;23
4095;04/16/2025;02:45:00;76;62;49;49;4571;2373;75;81;76;71;23;27;77;70;24;27
4096;04/16/2025;03:00:00;75;62;48;49;4516;2375;75;81;75;71;23;26;76;72;23;26
4097;04/16/2025;03:15:00;77;62;48;48;4548;2363;77;83;77;72;23;22;79;72;23;22
