Record;Date;UTC Time;Tc_RU;Tf_RU;Hz1_RU;Hz2_RU;Pc_RU;Pf_RU;Tc_HX1_RU;Tc_HX2_RU;Tc_HX1_CIN;Tf_HX1_CIN;Q_HX1_CIN;Hz_HX1_CIN;Tc_HX2_CIN;Tf_HX2_CIN;Q_HX2_CIN;Hz_HX2_CIN
1001;03/14/2025;20:45:00;75;57;50;50;4600;2416;75;591;77;68;27;40;78;68;28;40
1002;03/14/2025;21:00:00;74;57;50;50;4602;2408;73;591;75;68;27;42;77;68;29;42
1003;03/14/2025;21:15:00;75;57;51;50;4639;2409;75;586;76;68;27;40;78;68;28;40
1004;03/14/2025;21:30:00;74;57;50;50;4640;2420;74;586;75;68;28;43;77;67;29;43
1005;03/14/2025;21:45:00;75;56;51;50;4650;2411;74;587;76;68;27;42;77;68;28;42
1006;03/14/2025;22:00:00;75;57;51;50;4669;2396;74;583;75;68;27;41;77;68;29;42
1007;03/14/2025;22:15:00;75;57;50;51;4638;2393;74;587;76;68;27;41;78;68;28;41
1008;03/14/2025;22:30:00;75;57;49;50;4607;2404;75;592;77;68;28;41;78;68;28;42
1009;03/14/2025;22:45:00;74;56;51;50;4612;2395;74;590;76;68;28;43;77;67;29;43
1010;03/14/2025;23:00:00;75;56;50;50;4638;2396;74;588;75;68;27;42;77;68;28;42
1011;03/14/2025;23:15:00;76;56;50;50;4613;2389;75;591;76;68;27;41;78;68;28;41
1012;03/14/2025;23:30:00;75;55;51;50;4611;2398;74;588;77;68;28;42;78;67;29;42
1013;03/14/2025;23:45:00;75;55;50;50;4660;2392;74;588;76;68;28;41;77;68;29;41
1014;03/15/2025;00:00:00;76;56;50;50;4630;2378;75;587;76;68;28;42;78;68;28;42
1015;03/15/2025;00:15:00;75;56;50;50;4641;2395;74;586;75;68;28;41;78;68;28;41
1016;03/15/2025;00:30:00;74;56;50;50;4592;2385;73;586;75;68;28;43;77;67;29;43
1017;03/15/2025;00:45:00;74;56;50;50;4628;2384;73;584;75;68;28;43;76;67;29;43
1018;03/15/2025;01:00:00;75;56;50;50;4646;2375;74;588;76;68;27;41;78;67;28;41
1019;03/15/2025;01:15:00;74;55;51;50;4607;2393;73;586;75;68;28;43;77;68;29;43
1020;03/15/2025;01:30:00;74;56;50;50;4597;2384;73;588;74;67;29;43;76;67;29;44
