Record,Date,UTC Time,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN
      2501,08/03/2025,21:15:00,         78,         66,         44,         44,       4212,       2467,         78,        591,         77,         75,         21,         11,         79,         75,         21,         11
      2502,08/03/2025,21:30:00,         77,         66,         43,         44,       4237,       2459,         78,        593,         77,         75,         21,         11,         79,         74,         22,         11
      2503,08/03/2025,21:45:00,         78,         66,         44,         44,       4233,       2443,         78,        597,         77,         76,         21,         11,         79,         75,         22,         11
      2504,08/03/2025,22:00:00,         79,         67,         44,         44,       4153,       2447,         79,        599,         79,         76,         21,         11,         80,         75,         22,         11
      2505,08/03/2025,22:15:00,         80,         67,         44,         43,       4145,       2440,         79,        602,         79,         76,         21,         11,         81,         76,         22,         11
      2506,08/03/2025,22:30:00,         77,         66,         44,         44,       4188,       2433,         78,        595,         77,         75,         21,         11,         78,         74,         22,         11
      2507,08/03/2025,22:45:00,         77,         66,         44,         44,       4208,       2413,         77,        596,         76,         75,         21,         11,         78,         75,         21,         11
      2508,08/03/2025,23:00:00,         77,         66,         45,         45,       4213,       2416,         77,        601,         76,         75,         21,         11,         78,         74,         22,         11
      2509,08/03/2025,23:15:00,         77,         65,         44,         45,       4248,       2427,         77,        602,         76,         74,         22,         13,         78,         74,         21,         13
      2510,08/03/2025,23:30:00,         76,         66,         45,         45,       4229,       2394,         77,        600,         76,         75,         22,         12,         77,         74,         22,         13
      2511,08/03/2025,23:45:00,         76,         66,         45,         45,       4228,       2388,         77,        603,         75,         74,         21,         12,         77,         74,         21,         12
      2512,08/04/2025,00:00:00,         76,         65,         45,         45,       4217,       2370,         77,        606,         76,         75,         21,         13,         76,         74,         22,         13
      2513,08/04/2025,00:15:00,         77,         66,         43,         45,       4179,       2383,         78,        602,         76,         75,         21,         11,         78,         74,         21,         11
      2514,08/04/2025,00:30:00,         76,         65,         45,         45,       4183,       2353,         76,        602,         74,         73,         22,         16,         75,         73,         22,         16
      2515,08/04/2025,00:45:00,         76,         65,         44,         45,       4172,       2334,         77,        603,         77,         74,         21,         12,         79,         74,         22,         12
      2516,08/04/2025,01:00:00,         77,         66,         45,         44,       4120,       2332,         77,        606,         77,         74,         21,         12,         79,         74,         22,         12
      2517,08/04/2025,01:15:00,         77,         66,         45,         45,       4143,       2313,         77,        609,         76,         75,         21,         12,         78,         74,         21,         12
      2518,08/04/2025,01:30:00,         76,         66,         45,         45,       4156,       2267,         77,        606,         76,         74,         21,         13,         77,         74,         22,         13
      2519,08/04/2025,01:45:00,         72,         65,         45,         45,       3938,       2066,         71,        604,         71,         73,         23,         23,         72,         71,         24,         22
      2520,08/04/2025,02:00:00,         72,         65,         46,         46,       3741,       1826,         71,        601,         69,         71,         24,         27,         69,         70,         24,         27
      2521,08/04/2025,02:15:00,         71,         65,         46,         46,       3499,       1572,         72,        595,         71,         72,         24,         23,         72,         71,         24,         23
      2522,08/04/2025,02:30:00,         70,         65,         45,         45,       3251,       1425,         70,        599,         68,         70,         25,         30,         68,         69,         25,         30
      2523,08/04/2025,02:45:00,         67,         66,         45,         45,       2993,       1173,         67,        591,         66,         70,         26,         32,         67,         69,         25,         32
      2524,08/04/2025,03:00:00,         72,         65,         45,         45,       2890,       1079,         71,        585,         71,         71,         23,         23,         73,         72,         24,         24
      2525,08/04/2025,03:15:00,         71,         65,         43,         45,       2914,       1067,         71,        600,         70,         71,         24,         24,         72,         71,         24,         24
      2526,08/04/2025,03:30:00,         71,         64,         46,         46,       2896,       1021,         71,        609,         69,         71,         24,         28,         70,         69,         25,         28
      2527,08/04/2025,03:45:00,         66,         64,         46,         46,       2863,        933,         66,        589,         65,         68,         28,         37,         67,         67,         28,         37
      2528,08/04/2025,04:00:00,         66,         63,         47,         47,       2871,        856,         66,        587,         65,         68,         28,         39,         65,         67,         28,         40
      2529,08/04/2025,04:15:00,         70,         63,         47,         47,       2802,        831,         71,        597,         69,         70,         25,         30,         71,         69,         25,         30
      2530,08/04/2025,04:30:00,         70,         64,         46,         47,       2821,        860,         70,        594,         69,         70,         25,         30,         71,         70,         26,         30
      2531,08/04/2025,04:45:00,         66,         63,         48,         48,       2938,        876,         66,        590,         65,         67,         28,         41,         66,         66,         29,         41
      2532,08/04/2025,05:00:00,         65,         61,         49,         49,       3009,        858,         64,        593,         63,         66,         31,         46,         65,         65,         31,         46
      2533,08/04/2025,05:15:00,         64,         61,         50,         49,       2990,        794,         64,        596,         63,         65,         31,         49,         64,         65,         32,         49
      2534,08/04/2025,05:30:00,         69,         61,         49,         49,       3005,        779,         69,        600,         69,         68,         28,         38,         70,         67,         28,         38
      2535,08/04/2025,05:45:00,         70,         61,         50,         50,       3138,        858,         70,        596,         69,         68,         27,         37,         71,         68,         28,         37
      2536,08/04/2025,06:00:00,         70,         61,         49,         49,       3082,        889,         69,        587,         69,         68,         28,         39,         71,         67,         28,         39
      2537,08/04/2025,06:15:00,         69,         60,         50,         49,       3092,        854,         69,        592,         69,         67,         28,         41,         70,         66,         29,         41
      2538,08/04/2025,06:30:00,         68,         59,         50,         50,       3113,        875,         68,        597,         68,         66,         30,         44,         69,         66,         30,         44
      2539,08/04/2025,06:45:00,         69,         60,         50,         50,       3139,        863,         68,        597,         69,         67,         29,         43,         70,         66,         30,         43
      2540,08/04/2025,07:00:00,         69,         60,         50,         50,       3086,        823,         69,        596,         69,         67,         28,         43,         70,         67,         29,         43
      2541,08/04/2025,07:15:00,         69,         59,         50,         50,       3075,        857,         68,        594,         68,         66,         31,         47,         70,         65,         31,         48
      2542,08/04/2025,07:30:00,         68,         59,         50,         50,       3086,        865,         67,        593,         67,         65,         31,         47,         68,         65,         32,         47
      2543,08/04/2025,07:45:00,         66,         59,         50,         50,       3128,        876,         65,        591,         64,         65,         32,         50,         65,         64,         32,         51
      2544,08/04/2025,08:00:00,         69,         61,         49,         50,       2974,        836,         69,        594,         69,         67,         28,         40,         70,         67,         28,         40
      2545,08/04/2025,08:15:00,         70,         61,         49,         50,       3019,        858,         69,        593,         69,         68,         28,         38,         70,         67,         28,         38
      2546,08/04/2025,08:30:00,         69,         61,         49,         50,       3021,        860,         69,        598,         69,         67,         29,         41,         70,         66,         29,         41
      2547,08/04/2025,08:45:00,         65,         60,         50,         50,       3065,        820,         65,        588,         64,         66,         32,         49,         65,         65,         32,         49
      2548,08/04/2025,09:00:00,         64,         60,         51,         50,       3031,        803,         64,        580,         63,         64,         32,         50,         64,         64,         32,         51
      2549,08/04/2025,09:15:00,         64,         61,         50,         50,       2957,        742,         64,        576,         64,         65,         32,         47,         65,         65,         32,         47
      2550,08/04/2025,09:30:00,         65,         61,         50,         50,       2940,        750,         65,        580,         64,         66,         30,         48,         65,         65,         31,         48
      2551,08/04/2025,09:45:00,         64,         60,         50,         50,       2947,        694,         64,        587,         63,         65,         32,         48,         66,         65,         33,         48
      2552,08/04/2025,10:00:00,         68,         60,         50,         50,       2933,        704,         68,        589,         66,         66,         30,         46,         67,         65,         31,         46
      2553,08/04/2025,10:15:00,         68,         59,         50,         50,       2921,        712,         68,        587,         68,         67,         30,         43,         70,         66,         30,         43
      2554,08/04/2025,10:30:00,         69,         60,         50,         50,       2945,        721,         69,        594,         69,         67,         29,         42,         69,         67,         29,         42
      2555,08/04/2025,10:45:00,         66,         59,         50,         50,       2965,        735,         66,        590,         66,         65,         31,         48,         66,         65,         31,         49
      2556,08/04/2025,11:00:00,         65,         59,         50,         50,       2973,        738,         65,        582,         64,         65,         33,         50,         65,         64,         32,         51
      2557,08/04/2025,11:15:00,         73,         58,         51,         50,       3020,        795,         73,        592,         73,         68,         27,         38,         75,         67,         27,         38
      2558,08/04/2025,11:30:00,         74,         59,         50,         50,       3104,        874,         74,        582,         75,         68,         26,         36,         77,         68,         27,         36
      2559,08/04/2025,11:45:00,         73,         57,         50,         50,       4727,       2480,         73,        588,         73,         68,         28,         39,         74,         67,         28,         39
      2560,08/04/2025,12:00:00,         69,         58,         50,         50,       4709,       2470,         69,        582,         70,         66,         30,         45,         71,         66,         30,         45
      2561,08/04/2025,12:15:00,         70,         59,         50,         50,       4633,       2406,         71,        585,         71,         67,         28,         40,         73,         67,         29,         40
      2562,08/04/2025,12:30:00,         71,         59,         51,         50,       4643,       2405,         71,        587,         72,         68,         28,         38,         73,         67,         28,         38
      2563,08/04/2025,12:45:00,         71,         59,         50,         49,       4670,       2423,         71,        587,         72,         68,         28,         38,         73,         67,         29,         38
      2564,08/04/2025,13:00:00,         71,         60,         50,         50,       4681,       2425,         71,        589,         71,         68,         27,         38,         72,         67,         27,         38
      2565,08/04/2025,13:15:00,         72,         60,         50,         50,       4642,       2439,         72,        593,         73,         69,         27,         34,         75,         69,         27,         35
      2566,08/04/2025,13:30:00,         73,         61,         49,         50,       4652,       2449,         73,        594,         73,         69,         26,         32,         75,         69,         26,         32
      2567,08/04/2025,13:45:00,         72,         62,         47,         48,       4485,       2454,         71,        592,         70,         70,         25,         33,         71,         69,         26,         33
      2568,08/04/2025,14:00:00,         66,         62,         48,         48,       4532,       2433,         66,        591,         65,         67,         29,         42,         66,         67,         29,         42
      2569,08/04/2025,14:15:00,         66,         61,         49,         49,       4520,       2418,         65,        593,         65,         67,         29,         41,         66,         67,         30,         41
      2570,08/04/2025,14:30:00,         66,         61,         49,         49,       4505,       2379,         66,        590,         65,         67,         28,         40,         66,         67,         29,         41
      2571,08/04/2025,14:45:00,         66,         62,         48,         48,       4428,       2356,         67,        584,         65,         68,         28,         39,         66,         67,         28,         39
      2572,08/04/2025,15:00:00,         66,         62,         49,         49,       4481,       2339,         66,        586,         65,         68,         28,         40,         66,         66,         28,         40
      2573,08/04/2025,15:15:00,         66,         61,         49,         49,       4461,       2312,         65,        587,         65,         67,         29,         42,         65,         66,         30,         42
      2574,08/04/2025,15:30:00,         66,         61,         49,         47,       4400,       2312,         66,        592,         65,         67,         29,         41,         65,         66,         29,         41
      2575,08/04/2025,15:45:00,         69,         62,         48,         48,       4340,       2276,         70,        585,         70,         69,         27,         34,         71,         68,         27,         34
      2576,08/04/2025,16:00:00,         70,         62,         49,         49,       4387,       2289,         70,        586,         69,         68,         27,         36,         71,         68,         27,         36
      2577,08/04/2025,16:15:00,         69,         61,         49,         49,       4382,       2275,         69,        595,         69,         68,         29,         40,         70,         67,         29,         41
      2578,08/04/2025,16:30:00,         64,         59,         51,         50,       4478,       2265,         64,        588,         63,         65,         33,         50,         64,         64,         32,         51
      2579,08/04/2025,16:45:00,         68,         60,         50,         50,       4480,       2249,         68,        584,         68,         67,         29,         40,         69,         66,         29,         41
      2580,08/04/2025,17:00:00,         64,         59,         50,         50,       4485,       2235,         64,        580,         63,         65,         32,         51,         64,         64,         32,         51
      2581,08/04/2025,17:15:00,         67,         59,         50,         50,       4615,       2370,         67,        585,         67,         66,         30,         46,         68,         65,         31,         46
      2582,08/04/2025,17:30:00,         65,         59,         50,         49,       4612,       2374,         65,        593,         64,         65,         32,         50,         65,         64,         32,         51
      2583,08/04/2025,17:45:00,         64,         58,         50,         50,       4600,       2347,         63,        594,         63,         65,         33,         50,         64,         64,         32,         51
