Record,Date,UTC Time,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN
      4001,08/19/2025,12:15:00,         75,         55,         50,         51,       4857,       2431,         75,        567,         74,         69,         26,         34,         75,         69,         27,         35
      4002,08/19/2025,12:30:00,         77,         55,         50,         50,       4883,       2458,         77,        574,         77,         70,         25,         28,         78,         70,         25,         28
      4003,08/19/2025,12:45:00,         76,         56,         50,         51,       4909,       2489,         76,        582,         76,         70,         25,         28,         77,         70,         25,         28
      4004,08/19/2025,13:00:00,         77,         57,         50,         51,       4951,       2490,         76,        585,         75,         71,         23,         22,         76,         72,         24,         22
      4005,08/19/2025,13:15:00,         81,         59,         50,         51,       4965,       2512,         82,        595,         81,         77,         21,         11,         83,         78,         22,         11
      4006,08/19/2025,13:30:00,         82,         59,         50,         50,       4987,       2497,         83,        594,         81,         78,         21,         11,         83,         78,         22,         11
      4007,08/19/2025,13:45:00,         82,         60,         50,         50,       4857,       2372,         82,        591,         82,         78,         21,         11,         83,         78,         22,         11
      4008,08/19/2025,14:00:00,         82,         60,         50,         51,       4857,       2387,         83,        600,         82,         78,         21,         11,         83,         78,         22,         11
      4009,08/19/2025,14:15:00,         83,         59,         50,         50,       4862,       2398,         83,        601,         83,         78,         21,         11,         84,         79,         22,         11
      4010,08/19/2025,14:30:00,         83,         59,         50,         50,       4894,       2399,         83,        600,         82,         78,         21,         11,         84,         78,         22,         11
      4011,08/19/2025,14:45:00,         83,         57,         50,         50,       4905,       2405,         84,        600,         82,         77,         21,         11,         84,         77,         22,         11
      4012,08/19/2025,15:00:00,         84,         60,         50,         51,       4902,       2430,         84,        600,         83,         78,         21,         11,         84,         79,         22,         11
      4013,08/19/2025,15:15:00,         84,         59,         50,         50,       4911,       2438,         85,        595,         84,         79,         21,         11,         85,         79,         22,         11
      4014,08/19/2025,15:30:00,         84,         59,         50,         50,       4970,       2439,         84,        601,         83,         78,         21,         11,         85,         78,         22,         11
      4015,08/19/2025,15:45:00,         84,         60,         50,         50,       4917,       2429,         84,        599,         83,         80,         21,         11,         85,         80,         22,         11
      4016,08/19/2025,16:00:00,         84,         60,         49,         50,       4847,       2456,         84,        604,         83,         79,         21,         11,         85,         80,         22,         11
      4017,08/19/2025,16:15:00,         71,         61,         50,         50,       4874,       2418,         70,        590,         70,         69,         25,         32,         70,         69,         26,         32
      4018,08/19/2025,16:30:00,         66,         61,         49,         50,       4816,       2424,         66,        583,         65,         67,         30,         44,         66,         66,         30,         44
      4019,08/19/2025,16:45:00,         65,         61,         49,         49,       4788,       2405,         65,        583,         63,         65,         31,         49,         64,         65,         32,         49
      4020,08/19/2025,17:00:00,         63,         60,         50,         50,       4862,       2380,         63,        582,         62,         64,         32,         50,         63,         63,         33,         51
      4021,08/19/2025,17:15:00,         71,         62,         48,         48,       4601,       2364,         72,        590,         72,         72,         23,         23,         73,         72,         24,         23
      4022,08/19/2025,17:30:00,         72,         61,         49,         49,       4745,       2376,         73,        595,         73,         72,         23,         22,         74,         71,         23,         22
      4023,08/19/2025,17:45:00,         73,         61,         49,         50,       4788,       2352,         73,        595,         72,         72,         23,         22,         74,         72,         24,         22
      4024,08/19/2025,18:00:00,         73,         62,         47,         48,       4579,       2348,         73,        595,         72,         72,         23,         21,         74,         72,         23,         21
      4025,08/19/2025,18:15:00,         74,         63,         48,         48,       4542,       2346,         74,        595,         72,         72,         23,         21,         75,         72,         23,         21
      4026,08/19/2025,18:30:00,         73,         63,         46,         46,       4361,       2326,         73,        596,         73,         73,         23,         21,         74,         72,         23,         21
      4027,08/19/2025,18:45:00,         73,         64,         46,         46,       4353,       2318,         73,        595,         73,         74,         22,         19,         75,         72,         23,         19
      4028,08/19/2025,19:00:00,         69,         64,         46,         46,       4385,       2289,         68,        590,         67,         69,         26,         34,         68,         68,         27,         34
      4029,08/19/2025,19:15:00,         66,         64,         47,         47,       4430,       2281,         66,        586,         65,         67,         28,         41,         67,         66,         30,         41
      4030,08/19/2025,19:30:00,         66,         63,         47,         46,       4426,       2266,         66,        587,         65,         67,         29,         41,         66,         67,         29,         42
      4031,08/19/2025,19:45:00,         64,         60,         49,         49,       4663,       2262,         65,        585,         64,         65,         32,         50,         64,         65,         32,         51
      4032,08/19/2025,20:00:00,         64,         62,         48,         48,       4508,       2262,         64,        582,         63,         65,         31,         49,         64,         64,         32,         49
      4033,08/19/2025,20:15:00,         64,         62,         48,         48,       4539,       2226,         64,        583,         63,         66,         31,         48,         65,         65,         31,         48
      4034,08/19/2025,20:30:00,         64,         62,         48,         48,       4659,       2379,         64,        587,         64,         66,         31,         47,         64,         64,         31,         47
      4035,08/19/2025,20:45:00,         64,         63,         47,         47,       4541,       2372,         65,        584,         63,         66,         30,         44,         65,         66,         31,         44
      4036,08/19/2025,21:00:00,         64,         62,         49,         47,       4659,       2316,         64,        586,         64,         66,         31,         47,         65,         65,         32,         47
      4037,08/19/2025,21:15:00,         64,         61,         50,         50,       4778,       2315,         64,        585,         63,         65,         32,         50,         64,         64,         33,         50
      4038,08/19/2025,21:30:00,         63,         60,         50,         50,       4807,       2324,         63,        585,         62,         65,         33,         51,         64,         64,         33,         51
      4039,08/19/2025,21:45:00,         63,         60,         49,         50,       4745,       2275,         64,        584,         63,         65,         33,         50,         64,         64,         32,         51
      4040,08/19/2025,22:00:00,         64,         60,         50,         50,       4774,       2280,         63,        585,         63,         65,         32,         51,         64,         64,         33,         51
      4041,08/19/2025,22:15:00,         63,         61,         50,         50,       4717,       2271,         64,        583,         63,         64,         32,         50,         64,         64,         33,         51
      4042,08/19/2025,22:30:00,         64,         60,         49,         50,       4700,       2259,         63,        586,         63,         65,         32,         51,         64,         64,         32,         51
      4043,08/19/2025,22:45:00,         64,         61,         49,         49,       4667,       2230,         64,        583,         63,         65,         32,         50,         64,         65,         32,         51
      4044,08/19/2025,23:00:00,         63,         61,         49,         50,       4685,       2225,         63,        585,         63,         65,         33,         50,         64,         64,         33,         51
      4045,08/19/2025,23:15:00,         63,         60,         50,         50,       4712,       2206,         63,        584,         62,         64,         32,         50,         64,         64,         33,         51
      4046,08/19/2025,23:30:00,         63,         60,         50,         50,       4789,       2326,         63,        584,         61,         65,         33,         51,         63,         64,         33,         51
      4047,08/19/2025,23:45:00,         63,         59,         50,         50,       4799,       2336,         63,        585,         62,         64,         33,         50,         63,         64,         33,         51
      4048,08/20/2025,00:00:00,         63,         57,         50,         50,       4800,       2321,         62,        583,         61,         63,         32,         51,         62,         62,         33,         51
      4049,08/20/2025,00:15:00,         62,         57,         49,         50,       4796,       2315,         62,        580,         61,         63,         32,         50,         62,         62,         34,         51
      4050,08/20/2025,00:30:00,         62,         56,         50,         50,       4776,       2306,         62,        583,         61,         62,         33,         51,         62,         61,         33,         51
      4051,08/20/2025,00:45:00,         61,         56,         49,         50,       4793,       2289,         60,        582,         60,         62,         32,         51,         61,         61,         33,         51
      4052,08/20/2025,01:00:00,         61,         56,         50,         51,       4745,       2281,         61,        583,         61,         62,         32,         50,         61,         62,         33,         51
      4053,08/20/2025,01:15:00,         62,         57,         50,         51,       4748,       2266,         61,        584,         60,         62,         33,         51,         62,         62,         32,         51
      4054,08/20/2025,01:30:00,         61,         57,         50,         50,       4727,       2259,         61,        581,         60,         62,         32,         51,         62,         62,         33,         51
      4055,08/20/2025,01:45:00,         62,         57,         50,         50,       4724,       2244,         61,        583,         61,         62,         32,         51,         62,         62,         32,         51
      4056,08/20/2025,02:00:00,         61,         57,         50,         50,       4720,       2234,         62,        583,         61,         63,         33,         50,         62,         62,         32,         51
      4057,08/20/2025,02:15:00,         61,         57,         50,         50,       4700,       2214,         61,        582,         60,         62,         33,         50,         62,         62,         33,         51
      4058,08/20/2025,02:30:00,         61,         56,         50,         49,       4696,       2210,         61,        582,         60,         62,         32,         50,         61,         61,         33,         51
      4059,08/20/2025,02:45:00,         61,         56,         50,         50,       4777,       2310,         60,        582,         60,         62,         33,         50,         61,         61,         33,         51
      4060,08/20/2025,03:00:00,         61,         55,         50,         51,       4805,       2328,         60,        575,         60,         61,         33,         51,         61,         61,         33,         51
      4061,08/20/2025,03:15:00,         60,         55,         50,         51,       4793,       2313,         60,        582,         59,         61,         32,         51,         61,         60,         33,         51
      4062,08/20/2025,03:30:00,         60,         54,         50,         50,       4756,       2293,         60,        583,         59,         60,         32,         51,         60,         59,         33,         51
      4063,08/20/2025,03:45:00,         60,         54,         50,         51,       4586,       2127,         59,        582,         59,         60,         32,         50,         60,         60,         33,         51
      4064,08/20/2025,04:00:00,         60,         54,         50,         51,       4384,       1916,         60,        580,         59,         61,         32,         51,         60,         60,         33,         51
      4065,08/20/2025,04:15:00,         60,         54,         50,         51,       4173,       1706,         60,        579,         58,         60,         33,         51,         60,         59,         32,         51
      4066,08/20/2025,04:30:00,         60,         54,         50,         50,       4002,       1511,         60,        581,         60,         60,         32,         50,         60,         60,         33,         51
      4067,08/20/2025,04:45:00,         60,         54,         51,         51,       3822,       1349,         60,        583,         59,         60,         32,         50,         61,         59,         33,         51
      4068,08/20/2025,05:00:00,         61,         54,         50,         51,       3670,       1258,         61,        582,         60,         60,         33,         50,         61,         60,         32,         51
      4069,08/20/2025,05:15:00,         60,         54,         49,         51,       3603,       1207,         60,        584,         59,         60,         33,         50,         61,         60,         32,         51
      4070,08/20/2025,05:30:00,         60,         54,         50,         50,       3535,       1139,         60,        582,         59,         59,         33,         50,         60,         59,         33,         51
      4071,08/20/2025,05:45:00,         60,         53,         50,         50,       3480,       1097,         60,        583,         59,         59,         32,         50,         60,         58,         32,         51
      4072,08/20/2025,06:00:00,         60,         53,         50,         50,       3447,       1016,         59,        582,         59,         59,         32,         50,         60,         59,         33,         51
      4073,08/20/2025,06:15:00,         59,         53,         50,         49,       3349,        946,         59,        580,         58,         59,         32,         50,         60,         59,         33,         51
      4074,08/20/2025,06:30:00,         59,         54,         51,         51,       3275,        889,         59,        580,         59,         59,         33,         50,         60,         59,         32,         51
      4075,08/20/2025,06:45:00,         59,         55,         50,         50,       3164,        795,         59,        579,         59,         60,         33,         50,         60,         60,         33,         51
      4076,08/20/2025,07:00:00,         60,         55,         49,         50,       3084,        719,         60,        581,         60,         61,         32,         50,         61,         60,         33,         51
      4077,08/20/2025,07:15:00,         61,         56,         49,         50,       4760,       2372,         61,        581,         60,         62,         32,         50,         61,         61,         32,         51
      4078,08/20/2025,07:30:00,         60,         54,         50,         49,       4904,       2502,         60,        579,         59,         61,         32,         50,         60,         60,         32,         51
      4079,08/20/2025,07:45:00,         59,         53,         50,         50,       4797,       2404,         59,        571,         58,         59,         33,         50,         59,         58,         32,         51
      4080,08/20/2025,08:00:00,         59,         53,         50,         50,       4796,       2395,         58,        580,         58,         59,         33,         50,         59,         58,         33,         50
      4081,08/20/2025,08:15:00,         59,         53,         50,         50,       4775,       2387,         59,        579,         58,         59,         33,         50,         59,         58,         33,         51
      4082,08/20/2025,08:30:00,         58,         52,         50,         50,       4796,       2384,         58,        577,         57,         59,         33,         50,         59,         58,         33,         52
      4083,08/20/2025,08:45:00,         64,         53,         50,         50,       4768,       2386,         64,        581,         64,         62,         32,         50,         66,         62,         33,         51
      4084,08/20/2025,09:00:00,         65,         53,         50,         50,       4795,       2405,         65,        578,         65,         63,         32,         51,         66,         63,         33,         51
      4085,08/20/2025,09:15:00,         66,         53,         50,         50,       4805,       2427,         65,        577,         65,         63,         32,         50,         66,         63,         33,         51
      4086,08/20/2025,09:30:00,         66,         54,         50,         50,       4831,       2429,         65,        570,         65,         63,         32,         51,         66,         63,         33,         51
      4087,08/20/2025,09:45:00,         66,         53,         50,         50,       4850,       2449,         66,        567,         65,         63,         32,         50,         66,         63,         32,         51
      4088,08/20/2025,10:00:00,         66,         54,         50,         50,       4861,       2441,         66,        554,         65,         64,         32,         51,         66,         63,         33,         51
      4089,08/20/2025,10:15:00,         66,         53,         51,         50,       4881,       2469,         66,        562,         65,         63,         32,         50,         67,         63,         33,         51
      4090,08/20/2025,10:30:00,         66,         53,         50,         50,       4895,       2479,         66,        572,         65,         63,         32,         51,         67,         64,         32,         51
      4091,08/20/2025,10:45:00,         66,         53,         50,         50,       4926,       2489,         66,        568,         65,         63,         32,         51,         67,         63,         33,         51
      4092,08/20/2025,11:00:00,         66,         53,         50,         50,       4910,       2507,         66,        562,         65,         63,         33,         51,         66,         63,         33,         51
      4093,08/20/2025,11:15:00,         66,         53,         50,         50,       4805,       2391,         66,        556,         66,         64,         32,         50,         67,         63,         34,         51
      4094,08/20/2025,11:30:00,         67,         54,         51,         50,       4827,       2423,         67,        562,         67,         65,         32,         50,         67,         64,         32,         51
      4095,08/20/2025,11:45:00,         67,         54,         49,         50,       4836,       2428,         66,        577,         67,         64,         32,         51,         68,         64,         33,         51
      4096,08/20/2025,12:00:00,         67,         55,         50,         50,       4855,       2434,         67,        565,         66,         65,         32,         50,         67,         64,         33,         51
      4097,08/20/2025,12:15:00,         67,         55,         50,         50,       4854,       2447,         67,        563,         66,         65,         32,         51,         67,         64,         32,         51
      4098,08/20/2025,12:30:00,         67,         55,         50,         50,       4874,       2461,         67,        568,         66,         65,         32,         51,         68,         64,         32,         51
      4099,08/20/2025,12:45:00,         68,         54,         50,         50,       4882,       2485,         68,        572,         67,         65,         32,         50,         67,         65,         32,         50
      4100,08/20/2025,13:00:00,         67,         55,         49,         51,       4891,       2493,         67,        570,         67,         65,         32,         49,         68,         65,         33,         49
      4101,08/20/2025,13:15:00,         68,         55,         49,         51,       4906,       2489,         68,        571,         68,         66,         31,         46,         69,         65,         31,         46
      4102,08/20/2025,13:30:00,         69,         57,         50,         51,       4910,       2518,         68,        576,         68,         66,         30,         45,         69,         66,         31,         45
      4103,08/20/2025,13:45:00,         70,         57,         50,         50,       4912,       2524,         69,        581,         68,         67,         30,         43,         70,         66,         30,         43
      4104,08/20/2025,14:00:00,         69,         57,         50,         50,       4778,       2385,         69,        570,         68,         66,         30,         44,         69,         66,         30,         44
      4105,08/20/2025,14:15:00,         70,         58,         50,         50,       4810,       2413,         69,        586,         69,         67,         29,         41,         70,         67,         29,         41
      4106,08/20/2025,14:30:00,         69,         58,         50,         50,       4827,       2420,         70,        578,         69,         68,         28,         40,         70,         67,         28,         40
      4107,08/20/2025,14:45:00,         70,         58,         50,         51,       4830,       2423,         69,        578,         68,         68,         28,         39,         70,         67,         29,         40
      4108,08/20/2025,15:00:00,         69,         59,         50,         51,       4832,       2440,         70,        580,         69,         68,         28,         39,         70,         67,         28,         39
      4109,08/20/2025,15:15:00,         69,         59,         50,         50,       4842,       2435,         69,        579,         69,         67,         29,         39,         69,         67,         28,         40
      4110,08/20/2025,15:30:00,         69,         58,         49,         51,       4836,       2439,         69,        591,         68,         67,         29,         41,         70,         67,         30,         41
      4111,08/20/2025,15:45:00,         70,         59,         51,         51,       4849,       2448,         70,        589,         69,         67,         27,         38,         70,         67,         28,         39
      4112,08/20/2025,16:00:00,         70,         59,         50,         50,       4852,       2459,         70,        588,         69,         68,         28,         38,         70,         67,         28,         38
      4113,08/20/2025,16:15:00,         70,         58,         50,         50,       4863,       2461,         70,        590,         69,         68,         28,         37,         70,         68,         28,         37
      4114,08/20/2025,16:30:00,         70,         59,         50,         51,       4853,       2461,         70,        589,         69,         68,         28,         38,         70,         67,         28,         38
      4115,08/20/2025,16:45:00,         70,         59,         50,         50,       4868,       2464,         70,        589,         69,         68,         27,         36,         71,         68,         28,         36
      4116,08/20/2025,17:00:00,         70,         59,         50,         50,       4888,       2468,         70,        588,         69,         68,         27,         35,         71,         68,         28,         35
      4117,08/20/2025,17:15:00,         70,         59,         49,         50,       4887,       2470,         70,        587,         69,         68,         27,         36,         71,         69,         27,         36
      4118,08/20/2025,17:30:00,         70,         60,         49,         51,       4880,       2474,         70,        587,         69,         68,         27,         37,         71,         68,         27,         37
      4119,08/20/2025,17:45:00,         70,         60,         50,         50,       4869,       2486,         70,        589,         69,         69,         28,         36,         71,         68,         27,         36
