Record;Date;UTC Time;Tc_RU;Tf_RU;Hz1_RU;Hz2_RU;Pc_RU;Pf_RU;Tc_HX1_RU;Tc_HX2_RU;Tc_HX1_CIN;Tf_HX1_CIN;Q_HX1_CIN;Hz_HX1_CIN;Tc_HX2_CIN;Tf_HX2_CIN;Q_HX2_CIN;Hz_HX2_CIN
3501;04-09-25;22:15:00;74;60;50;50;4671;2453;74;76;75;68;20;37;76;68;20;36
3502;04-09-25;22:30:00;74;60;50;50;4707;2453;73;76;75;69;20;36;76;68;20;36
3503;04-09-25;22:45:00;74;60;50;50;4680;2428;73;76;75;68;20;36;77;68;20;36
3504;04-09-25;23:00:00;74;59;50;50;4660;2455;73;76;75;69;20;35;77;68;20;35
3505;04-09-25;23:15:00;74;59;50;50;4657;2441;74;75;75;68;21;36;76;68;21;37
3506;04-09-25;23:30:00;74;59;50;50;4678;2434;74;75;75;68;20;37;77;68;20;37
3507;04-09-25;23:45:00;73;59;50;50;4656;2439;73;75;74;68;20;36;76;68;21;36
3508;04-10-25;00:00:00;74;60;50;50;4664;2438;73;76;75;69;20;35;78;68;20;35
3509;04-10-25;00:15:00;74;59;50;50;4670;2440;72;76;75;68;20;37;77;68;21;37
3510;04-10-25;00:30:00;74;59;50;50;4657;2441;73;75;75;68;20;36;76;68;20;36
3511;04-10-25;00:45:00;74;59;50;50;4655;2439;73;76;75;68;20;37;76;68;20;37
3512;04-10-25;01:00:00;74;59;50;50;4677;2435;74;75;75;69;20;37;77;68;21;37
3513;04-10-25;01:15:00;74;59;50;50;4658;2429;73;76;75;68;20;37;76;69;20;37
3514;04-10-25;01:30:00;73;59;51;50;4643;2427;73;75;74;68;21;38;76;68;21;38
3515;04-10-25;01:45:00;74;59;50;50;4657;2439;73;75;75;68;20;37;77;68;21;37
3516;04-10-25;02:00:00;74;59;51;50;4654;2415;73;76;75;68;20;35;77;68;20;35
3517;04-10-25;02:15:00;74;59;50;50;4648;2423;73;75;74;68;21;39;76;68;21;39
3518;04-10-25;02:30:00;74;59;50;50;4626;2430;73;76;75;68;20;37;76;68;21;37
3519;04-10-25;02:45:00;73;59;50;50;4623;2408;72;75;75;68;21;37;76;68;21;38
3520;04-10-25;03:00:00;73;59;50;50;4620;2424;73;75;74;68;20;37;76;68;21;37
3521;04-10-25;03:15:00;73;60;50;50;4640;2415;73;75;74;68;21;38;76;67;21;38
3522;04-10-25;03:30:00;73;58;50;50;4629;2417;72;75;74;68;22;40;76;67;22;40
3523;04-10-25;03:45:00;74;59;50;50;4605;2401;73;75;75;68;20;37;77;68;21;37
3524;04-10-25;04:00:00;73;59;49;50;4557;2389;73;74;75;68;21;38;76;68;21;38
3525;04-10-25;04:15:00;73;58;50;50;4547;2392;72;75;74;68;22;40;76;67;21;39
3526;04-10-25;04:30:00;72;58;50;50;4481;2371;72;74;75;67;22;40;76;67;22;40
3527;04-10-25;04:45:41;71;58;11;10;2437;2362;67;69;74;67;0;11;75;67;0;11
3528;04-10-25;05:00:00;64;56;50;51;4454;2314;64;66;63;64;34;50;64;63;35;51
3529;04-10-25;05:15:00;66;55;50;50;4417;2266;66;67;67;63;16;51;69;62;16;51
3530;04-10-25;05:30:00;67;56;50;50;4526;2372;67;69;69;64;16;50;70;64;16;51
3531;04-10-25;05:45:00;68;57;50;50;4493;2373;67;69;69;65;17;50;70;64;16;50
3532;04-10-25;06:00:00;67;57;50;50;4405;2351;67;69;69;65;16;50;71;64;16;51
3533;04-10-25;06:15:00;67;57;50;50;4390;2321;67;69;69;64;16;50;71;64;16;51
3534;04-10-25;06:30:00;67;55;50;51;4363;2298;67;69;72;63;16;50;74;62;16;50
3535;04-10-25;06:45:00;68;55;50;50;4350;2302;67;70;74;62;16;51;75;60;16;51
3536;04-10-25;07:00:00;68;55;50;50;4365;2302;68;70;75;62;16;50;76;61;16;50
3537;04-10-25;07:15:00;68;55;50;50;4355;2286;68;70;74;62;16;50;76;61;15;51
3538;04-10-25;07:30:00;68;54;50;50;4387;2298;68;70;74;62;16;50;77;61;16;51
3539;04-10-25;07:45:00;69;55;51;50;4404;2297;68;70;74;62;16;50;77;61;16;50
3540;04-10-25;08:00:00;68;53;50;50;4423;2295;68;70;75;61;16;51;76;60;15;51
3541;04-10-25;08:15:00;68;53;50;50;4422;2302;68;70;74;61;16;50;77;60;15;50
3542;04-10-25;08:30:00;68;54;51;50;4410;2302;68;70;74;62;16;50;76;62;16;51
3543;04-10-25;08:45:00;69;55;50;50;4464;2314;69;71;75;62;16;50;77;61;16;51
3544;04-10-25;09:00:00;69;55;50;50;4449;2312;68;71;74;62;16;50;76;61;16;51
3545;04-10-25;09:15:00;69;55;50;50;4487;2328;68;71;74;62;16;51;76;61;16;51
3546;04-10-25;09:30:00;69;54;50;50;4506;2325;68;71;74;62;16;50;76;61;16;51
3547;04-10-25;09:45:00;70;55;51;49;4488;2337;70;72;75;62;17;50;77;62;16;51
3548;04-10-25;10:00:00;70;54;50;51;4539;2335;69;71;74;62;16;50;77;61;16;51
3549;04-10-25;10:15:00;70;55;50;50;4548;2359;70;72;75;63;16;51;77;62;16;51
3550;04-10-25;10:30:00;70;55;51;51;4519;2355;69;71;74;63;16;51;76;62;16;51
3551;04-10-25;10:45:00;70;55;50;50;4534;2364;70;72;75;64;16;50;77;63;16;51
3552;04-10-25;11:00:00;70;55;50;50;4552;2372;70;72;75;63;16;50;77;62;16;51
3553;04-10-25;11:15:00;70;56;50;50;4584;2372;70;72;75;64;16;50;77;62;16;51
3554;04-10-25;11:30:00;70;55;50;50;4590;2380;70;72;75;63;17;51;77;62;16;51
3555;04-10-25;11:45:00;71;56;50;50;4582;2395;70;73;75;64;16;50;77;63;15;51
3556;04-10-25;12:00:00;71;56;50;50;4594;2416;70;73;75;64;16;50;77;63;16;51
3557;04-10-25;12:15:00;71;56;50;50;4601;2410;71;73;76;64;16;50;77;63;16;51
3558;04-10-25;12:30:00;71;57;50;50;4636;2424;70;73;75;64;16;51;77;63;16;51
3559;04-10-25;12:45:00;71;57;50;50;4627;2430;71;73;76;65;16;50;77;64;16;51
3560;04-10-25;13:00:00;71;57;50;50;4655;2453;71;73;75;64;16;51;77;64;16;51
3561;04-10-25;13:15:00;71;57;50;48;4662;2448;71;73;75;65;17;50;78;63;16;51
3562;04-10-25;13:30:00;71;57;50;50;4700;2463;71;73;75;65;16;51;77;63;16;51
